canrdr01_lite	81262	[009]	2603694.005271	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
canrdr01_lite	81262	[009]	2603694.005278	1	cpu/event=0xD0,umask=0x82/u	7f9db8dada4f	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005282	3	cpu/event=0xD0,umask=0x82/u	7f9db8dadc96	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005288	12	cpu/event=0xD0,umask=0x82/u	7f9db8dada53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005299	37	cpu/event=0xD0,umask=0x82/u	7f9db8dada92	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005317	76	cpu/event=0xD0,umask=0x82/u	7f9db8dc55b0	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005334	119	cpu/event=0xD0,umask=0x82/u	7f9db8dc6480	sbrk	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005349	190	cpu/event=0xD0,umask=0x82/u	7f9db8dae8e8	dl_main	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005373	326	cpu/event=0xD0,umask=0x82/u	7f9db8dbb955	_dl_important_hwcaps	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005432	457	cpu/event=0xD0,umask=0x82/u	7f9db8dc96d3	memcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005504	497	cpu/event=0xD0,umask=0x82/u	7f9db8db7ee7	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005557	521	cpu/event=0xD0,umask=0x82/u	7f9db8dc7b27	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005581	580	cpu/event=0xD0,umask=0x82/u	7f9db8dbe12a	_dl_check_map_versions	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005621	803	cpu/event=0xD0,umask=0x82/u	7f9db8db8633	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005642	954	cpu/event=0xD0,umask=0x82/u	7f9db8db865a	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005659	1402	cpu/event=0xD0,umask=0x82/u	7f9db8db6020	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005676	2275	cpu/event=0xD0,umask=0x82/u	7f9db8db5fbf	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005699	3654	cpu/event=0xD0,umask=0x82/u	7f9db8dc7aca	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005834	5191	cpu/event=0xD0,umask=0x82/u	7f9db8dbba51	_dl_fixup	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81262	[009]	2603694.005942	5024	cpu/event=0xD0,umask=0x82/u	400ea8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.005955	4978	cpu/event=0xD0,umask=0x82/u	4008b3	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.005972	9086	cpu/event=0xD0,umask=0x82/u	4008a0	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.005989	14814	cpu/event=0xD0,umask=0x82/u	4008b7	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.006016	23792	cpu/event=0xD0,umask=0x82/u	400c07	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.006055	31947	cpu/event=0xD0,umask=0x82/u	4008b7	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.006111	37976	cpu/event=0xD0,umask=0x82/u	400bf9	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.006166	41746	cpu/event=0xD0,umask=0x82/u	400f41	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.006225	46057	cpu/event=0xD0,umask=0x82/u	400d69	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.006289	50086	cpu/event=0xD0,umask=0x82/u	4008c3	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.006357	53588	cpu/event=0xD0,umask=0x82/u	400f46	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.006432	56788	cpu/event=0xD0,umask=0x82/u	400ea8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.006507	59095	cpu/event=0xD0,umask=0x82/u	400b5e	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81262	[009]	2603694.006585	61518	cpu/event=0xD0,umask=0x82/u	400b31	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
