canrdr01_lite	81646	[025]	2603724.993841	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
canrdr01_lite	81646	[025]	2603724.993849	1	cpu/event=0xD0,umask=0x82/u	7f76bd905a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.993864	3	cpu/event=0xD0,umask=0x82/u	7f76bd905a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.993869	5	cpu/event=0xD0,umask=0x82/u	7f76bd905a48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.993874	17	cpu/event=0xD0,umask=0x82/u	7f76bd905a6b	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.993898	56	cpu/event=0xD0,umask=0x82/u	7f76bd905d43	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.993931	79	cpu/event=0xD0,umask=0x82/u	7f76bd91d800	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.993962	99	cpu/event=0xD0,umask=0x82/u	7f76bd91de80	calloc	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.993988	128	cpu/event=0xD0,umask=0x82/u	7f76bd90fa92	_dl_setup_hash	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.994002	172	cpu/event=0xD0,umask=0x82/u	7f76bd921650	memcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.994030	315	cpu/event=0xD0,umask=0x82/u	7f76bd912002	_dl_map_object_deps	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.994110	413	cpu/event=0xD0,umask=0x82/u	7f76bd90a648	_dl_map_object_from_fd	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.994212	427	cpu/event=0xD0,umask=0x82/u	7f76bd921bb4	memset	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.994265	427	cpu/event=0xD0,umask=0x82/u	7f76bd91fb1f	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.994296	474	cpu/event=0xD0,umask=0x82/u	7f76bd91615e	_dl_check_map_versions	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.994344	611	cpu/event=0xD0,umask=0x82/u	7f76bd910657	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.994373	692	cpu/event=0xD0,umask=0x82/u	7f76bd910639	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.994396	909	cpu/event=0xD0,umask=0x82/u	7f76bd90e95f	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.994421	1287	cpu/event=0xD0,umask=0x82/u	7f76bd90e620	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81646	[025]	2603724.994446	1778	cpu/event=0xD0,umask=0x82/u	7f76bd90ea57	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
