canrdr01_lite	81610	[031]	2603722.125975	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
canrdr01_lite	81610	[031]	2603722.125983	1	cpu/event=0xD0,umask=0x82/u	7f1b029c6a33	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.125992	3	cpu/event=0xD0,umask=0x82/u	7f1b029c6c68	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126002	7	cpu/event=0xD0,umask=0x82/u	7f1b029c6a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126012	15	cpu/event=0xD0,umask=0x82/u	7f1b029c6af7	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126019	33	cpu/event=0xD0,umask=0x82/u	7f1b029c6d7c	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126050	89	cpu/event=0xD0,umask=0x82/u	7f1b029de6c6	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126073	114	cpu/event=0xD0,umask=0x82/u	7f1b029e1f40	strlen	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126095	161	cpu/event=0xD0,umask=0x82/u	7f1b029e1f6a	strlen	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126124	235	cpu/event=0xD0,umask=0x82/u	7f1b029d4664	_dl_important_hwcaps	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126156	307	cpu/event=0xD0,umask=0x82/u	7f1b029d6730	_dl_sysdep_read_whole_file	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126265	389	cpu/event=0xD0,umask=0x82/u	7f1b029cdc5b	_dl_map_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126322	386	cpu/event=0xD0,umask=0x82/u	7f1b029e2c44	memset	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126373	423	cpu/event=0xD0,umask=0x82/u	7f1b029e2f24	memcpy	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126404	475	cpu/event=0xD0,umask=0x82/u	7f1b029d71de	_dl_check_map_versions	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126446	607	cpu/event=0xD0,umask=0x82/u	7f1b029d1650	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126469	710	cpu/event=0xD0,umask=0x82/u	7f1b029d165a	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126495	1007	cpu/event=0xD0,umask=0x82/u	7f1b029cefc8	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126518	1382	cpu/event=0xD0,umask=0x82/u	7f1b029cf004	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126538	1959	cpu/event=0xD0,umask=0x82/u	7f1b029cfa20	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126565	2916	cpu/event=0xD0,umask=0x82/u	7f1b029cefe4	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126698	3896	cpu/event=0xD0,umask=0x82/u	7f1b029d5680	call_init.part.0	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81610	[031]	2603722.126876	3776	cpu/event=0xD0,umask=0x82/u	400ead	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.126886	3571	cpu/event=0xD0,umask=0x82/u	400ea8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.126903	7377	cpu/event=0xD0,umask=0x82/u	400f41	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.126922	11847	cpu/event=0xD0,umask=0x82/u	400ea8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.126954	18250	cpu/event=0xD0,umask=0x82/u	4008b3	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.126995	23057	cpu/event=0xD0,umask=0x82/u	400f92	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127042	27252	cpu/event=0xD0,umask=0x82/u	400a54	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127094	31088	cpu/event=0xD0,umask=0x82/u	400c07	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127156	34648	cpu/event=0xD0,umask=0x82/u	400d69	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127217	37393	cpu/event=0xD0,umask=0x82/u	4008b7	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127286	40323	cpu/event=0xD0,umask=0x82/u	400ea8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127354	42610	cpu/event=0xD0,umask=0x82/u	4011c6	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127430	45049	cpu/event=0xD0,umask=0x82/u	400cd8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127496	46856	cpu/event=0xD0,umask=0x82/u	400ec3	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127573	49880	cpu/event=0xD0,umask=0x82/u	400b3d	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127662	51777	cpu/event=0xD0,umask=0x82/u	400e57	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127744	52588	cpu/event=0xD0,umask=0x82/u	400ea0	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127829	53971	cpu/event=0xD0,umask=0x82/u	400b50	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.127919	55223	cpu/event=0xD0,umask=0x82/u	400f41	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.128032	50917	cpu/event=0xD0,umask=0x82/u	400f66	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.128117	50198	cpu/event=0xD0,umask=0x82/u	400f41	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.128194	51238	cpu/event=0xD0,umask=0x82/u	4008b3	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.128305	53204	cpu/event=0xD0,umask=0x82/u	400d69	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.128416	52563	cpu/event=0xD0,umask=0x82/u	400f41	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.128511	51905	cpu/event=0xD0,umask=0x82/u	400d69	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.128625	52227	cpu/event=0xD0,umask=0x82/u	4010c8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.128745	51433	cpu/event=0xD0,umask=0x82/u	400b5e	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.128848	50356	cpu/event=0xD0,umask=0x82/u	400c07	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.128945	50176	cpu/event=0xD0,umask=0x82/u	400e57	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.129046	50407	cpu/event=0xD0,umask=0x82/u	400a4f	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.129153	50323	cpu/event=0xD0,umask=0x82/u	400da4	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.129259	49920	cpu/event=0xD0,umask=0x82/u	4008a0	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.129365	49557	cpu/event=0xD0,umask=0x82/u	400fb8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	81610	[031]	2603722.129466	49208	cpu/event=0xD0,umask=0x82/u	4008c3	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
