canrdr01_lite	80936	[013]	2603667.822271	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
canrdr01_lite	80936	[013]	2603667.822281	1	cpu/event=0xD0,umask=0x82/u	7fd78a3d7a33	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822287	3	cpu/event=0xD0,umask=0x82/u	7fd78a3d7c68	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822298	10	cpu/event=0xD0,umask=0x82/u	7fd78a3d7a48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822304	20	cpu/event=0xD0,umask=0x82/u	7fd78a3d7a75	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822329	63	cpu/event=0xD0,umask=0x82/u	7fd78a3d7d5b	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822365	86	cpu/event=0xD0,umask=0x82/u	7fd78a3f0420	brk	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822386	106	cpu/event=0xD0,umask=0x82/u	7fd78a3e1cd3	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822411	155	cpu/event=0xD0,umask=0x82/u	7fd78a3e1e50	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822434	214	cpu/event=0xD0,umask=0x82/u	7fd78a3f3cf0	mempcpy	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822467	303	cpu/event=0xD0,umask=0x82/u	7fd78a3ded9d	_dl_map_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822578	380	cpu/event=0xD0,umask=0x82/u	7fd78a3d6c94	rtld_lock_default_lock_recursive	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822642	377	cpu/event=0xD0,umask=0x82/u	7fd78a3f3c4e	memset	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822688	404	cpu/event=0xD0,umask=0x82/u	7fd78a3f1b27	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822726	464	cpu/event=0xD0,umask=0x82/u	7fd78a3e7b1f	match_symbol	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822776	560	cpu/event=0xD0,umask=0x82/u	7fd78a3e2639	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822795	628	cpu/event=0xD0,umask=0x82/u	7fd78a3e265a	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80936	[013]	2603667.822822	967	cpu/event=0xD0,umask=0x82/u	7fd78a3e0a20	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
