canrdr01_lite	81682	[005]	2603727.889033	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
canrdr01_lite	81682	[005]	2603727.889056	1	cpu/event=0xD0,umask=0x82/u	7fa0faa9da48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889067	2	cpu/event=0xD0,umask=0x82/u	7fa0faa9dc68	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889083	4	cpu/event=0xD0,umask=0x82/u	7fa0faa9da53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889094	7	cpu/event=0xD0,umask=0x82/u	7fa0faa9da6b	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889115	14	cpu/event=0xD0,umask=0x82/u	7fa0faa9daeb	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889125	21	cpu/event=0xD0,umask=0x82/u	7fa0faa9dd47	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889144	45	cpu/event=0xD0,umask=0x82/u	7fa0faab55b0	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889171	70	cpu/event=0xD0,umask=0x82/u	7fa0faab505e	init_cpu_features.constprop.0	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889189	93	cpu/event=0xD0,umask=0x82/u	7fa0faab9ed0	memcpy	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889228	149	cpu/event=0xD0,umask=0x82/u	7fa0faab5e80	calloc	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889249	178	cpu/event=0xD0,umask=0x82/u	7fa0faaab2b0	_dl_important_hwcaps	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889295	265	cpu/event=0xD0,umask=0x82/u	7fa0faab78b7	strchr	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889381	304	cpu/event=0xD0,umask=0x82/u	7fa0faaa26e7	_dl_map_object_from_fd	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889468	311	cpu/event=0xD0,umask=0x82/u	7fa0faaad10f	_dl_debug_initialize	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889532	317	cpu/event=0xD0,umask=0x82/u	7fa0faaa2c5f	_dl_map_object_from_fd	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889572	340	cpu/event=0xD0,umask=0x82/u	7fa0faaba003	memcpy	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889619	404	cpu/event=0xD0,umask=0x82/u	7fa0faaadb13	match_symbol	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889670	461	cpu/event=0xD0,umask=0x82/u	7fa0faaa8639	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	81682	[005]	2603727.889697	516	cpu/event=0xD0,umask=0x82/u	7fa0faaa8650	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
