            perf 81417 [030] 2603706.471506:          1 cpu/event=0xC0,umask=0x00/u:            469d19 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 81417 [030] 2603706.471514:          1 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 81417 [030] 2603706.471516:          3 cpu/event=0xC0,umask=0x00/u:            469cf5 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 81417 [030] 2603706.471518:         21 cpu/event=0xC0,umask=0x00/u:      7fc221e3a000 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 81417 [030] 2603706.471522:          1 cpu/event=0x3C,umask=0x00/u:      7fc221e3a007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 81417 [030] 2603706.471524:          1 cpu/event=0x3C,umask=0x00/u:      7fc221e3a007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 81417 [030] 2603706.471526:          7 cpu/event=0x3C,umask=0x00/u:      7fc221e3a007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 81417 [030] 2603706.471528:         50 cpu/event=0x3C,umask=0x00/u:      7fc221e3a007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 81417 [030] 2603706.471530:        360 cpu/event=0x3C,umask=0x00/u:      7fc221e3a007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 81417 [030] 2603706.471532:       2580 cpu/event=0x3C,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 81417 [030] 2603706.471532:        146 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 81417 [030] 2603706.471537:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 81417 [030] 2603706.471539:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 81417 [030] 2603706.471541:          8 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 81417 [030] 2603706.471543:         58 cpu/event=0xD0,umask=0x81/u:      7fc221e3a005 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 81417 [030] 2603706.471547:      17967 cpu/event=0x3C,umask=0x00/u:            469cfd perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 81417 [030] 2603706.471551:          1 cpu/event=0xC5,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 81417 [030] 2603706.471553:        253 cpu/event=0xC0,umask=0x00/u:            469d07 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
