canrdr01_lite	80960	[019]	2603669.683780	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
canrdr01_lite	80960	[019]	2603669.683789	1	cpu/event=0xD0,umask=0x82/u	7ff6f9af1a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.683798	3	cpu/event=0xD0,umask=0x82/u	7ff6f9af1a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.683804	7	cpu/event=0xD0,umask=0x82/u	7ff6f9af1a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.683814	22	cpu/event=0xD0,umask=0x82/u	7ff6f9af1a86	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.683841	46	cpu/event=0xD0,umask=0x82/u	7ff6f9af1d61	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.683863	62	cpu/event=0xD0,umask=0x82/u	7ff6f9b096c9	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.683879	90	cpu/event=0xD0,umask=0x82/u	7ff6f9b09cb0	_dl_next_ld_env_entry	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.683903	147	cpu/event=0xD0,umask=0x82/u	7ff6f9b0bab8	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.683927	208	cpu/event=0xD0,umask=0x82/u	7ff6f9b09ae0	_dl_discover_osversion	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.683951	290	cpu/event=0xD0,umask=0x82/u	7ff6f9b0b8ad	strchr	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684025	405	cpu/event=0xD0,umask=0x82/u	7ff6f9af6648	_dl_map_object_from_fd	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684111	423	cpu/event=0xD0,umask=0x82/u	7ff6f9b0b41d	mmap64	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684169	432	cpu/event=0xD0,umask=0x82/u	7ff6f9af8a98	_dl_map_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684197	471	cpu/event=0xD0,umask=0x82/u	7ff6f9b02180	_dl_check_map_versions	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684239	624	cpu/event=0xD0,umask=0x82/u	7ff6f9afc636	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684285	648	cpu/event=0xD0,umask=0x82/u	7ff6f9afc650	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684308	745	cpu/event=0xD0,umask=0x82/u	7ff6f9af9fb6	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684324	1054	cpu/event=0xD0,umask=0x82/u	7ff6f9af9eb5	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684345	1734	cpu/event=0xD0,umask=0x82/u	7ff6f9afa62e	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684360	2545	cpu/event=0xD0,umask=0x82/u	7ff6f9afaa20	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684422	4454	cpu/event=0xD0,umask=0x82/u	7ff6f9afa5ad	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
canrdr01_lite	80960	[019]	2603669.684662	4785	cpu/event=0xD0,umask=0x82/u	400aa2	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.684696	4438	cpu/event=0xD0,umask=0x82/u	400f41	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.684713	5515	cpu/event=0xD0,umask=0x82/u	4008b7	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.684739	8723	cpu/event=0xD0,umask=0x82/u	400dac	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.684769	11896	cpu/event=0xD0,umask=0x82/u	400ea8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.684809	15332	cpu/event=0xD0,umask=0x82/u	400a68	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.684855	18157	cpu/event=0xD0,umask=0x82/u	4008b7	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.684900	20854	cpu/event=0xD0,umask=0x82/u	400d69	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.684955	24024	cpu/event=0xD0,umask=0x82/u	400f0f	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685014	26518	cpu/event=0xD0,umask=0x82/u	400d69	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685083	28797	cpu/event=0xD0,umask=0x82/u	400dee	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685150	30425	cpu/event=0xD0,umask=0x82/u	4008a0	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685220	32290	cpu/event=0xD0,umask=0x82/u	4008b7	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685293	34016	cpu/event=0xD0,umask=0x82/u	400f41	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685368	35629	cpu/event=0xD0,umask=0x82/u	400a25	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685452	37052	cpu/event=0xD0,umask=0x82/u	400ea8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685532	37981	cpu/event=0xD0,umask=0x82/u	400f41	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685614	39139	cpu/event=0xD0,umask=0x82/u	400ea8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685699	40222	cpu/event=0xD0,umask=0x82/u	400e16	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685785	41101	cpu/event=0xD0,umask=0x82/u	400c22	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685877	41980	cpu/event=0xD0,umask=0x82/u	400a95	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.685965	42411	cpu/event=0xD0,umask=0x82/u	400f0f	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.686055	43101	cpu/event=0xD0,umask=0x82/u	401480	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.686151	43732	cpu/event=0xD0,umask=0x82/u	400f4d	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.686242	43980	cpu/event=0xD0,umask=0x82/u	4008b3	GetInputValues	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.686339	44512	cpu/event=0xD0,umask=0x82/u	400c00	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
canrdr01_lite	80960	[019]	2603669.686431	44670	cpu/event=0xD0,umask=0x82/u	400ea8	t_run_test	(/home/koga/autobench_perf/src/autobench/canrdr01_lite)
