idctrn01_lite	82740	[009]	2603861.109766	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
idctrn01_lite	82740	[009]	2603861.109775	1	cpu/event=0xD0,umask=0x82/u	7fb2dfcd4a33	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.109781	3	cpu/event=0xD0,umask=0x82/u	7fb2dfcd4c68	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.109795	9	cpu/event=0xD0,umask=0x82/u	7fb2dfcd4a48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.109800	16	cpu/event=0xD0,umask=0x82/u	7fb2dfcd4a75	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.109828	53	cpu/event=0xD0,umask=0x82/u	7fb2dfcd4d30	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.109853	71	cpu/event=0xD0,umask=0x82/u	7fb2dfcec800	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.109875	97	cpu/event=0xD0,umask=0x82/u	7fb2dfceff6a	strlen	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.109906	141	cpu/event=0xD0,umask=0x82/u	7fb2dfcd58e8	dl_main	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.109919	181	cpu/event=0xD0,umask=0x82/u	7fb2dfcdb510	_dl_init_paths	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.109952	326	cpu/event=0xD0,umask=0x82/u	7fb2dfce1137	_dl_map_object_deps	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110041	410	cpu/event=0xD0,umask=0x82/u	7fb2dfcee409	mmap64	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110137	417	cpu/event=0xD0,umask=0x82/u	7fb2dfcf0c4e	memset	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110183	420	cpu/event=0xD0,umask=0x82/u	7fb2dfce49c8	_dl_name_match_p	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110212	481	cpu/event=0xD0,umask=0x82/u	7fb2dfce4b31	match_symbol	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110261	631	cpu/event=0xD0,umask=0x82/u	7fb2dfcdf650	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110286	712	cpu/event=0xD0,umask=0x82/u	7fb2dfcdf65a	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110310	981	cpu/event=0xD0,umask=0x82/u	7fb2dfcdda64	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110330	1375	cpu/event=0xD0,umask=0x82/u	7fb2dfcdcdb3	check_match	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110355	2049	cpu/event=0xD0,umask=0x82/u	7fb2dfcdcf8a	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110383	2834	cpu/event=0xD0,umask=0x82/u	7fb2dfcdcd97	check_match	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110494	3749	cpu/event=0xD0,umask=0x82/u	7fb2dfcdd62b	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82740	[009]	2603861.110700	3702	cpu/event=0xD0,umask=0x82/u	4008c1	GetTestData	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.110717	3466	cpu/event=0xD0,umask=0x82/u	4008c5	GetTestData	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.110787	5557	cpu/event=0xD0,umask=0x82/u	400de8	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.110812	5849	cpu/event=0xD0,umask=0x82/u	4012a8	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.110839	8066	cpu/event=0xD0,umask=0x82/u	401768	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.110870	10740	cpu/event=0xD0,umask=0x82/u	40130c	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.110900	13782	cpu/event=0xD0,umask=0x82/u	401896	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.110939	17800	cpu/event=0xD0,umask=0x82/u	400de8	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.110985	21206	cpu/event=0xD0,umask=0x82/u	400de8	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111036	24390	cpu/event=0xD0,umask=0x82/u	4017cc	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111092	27313	cpu/event=0xD0,umask=0x82/u	4012a0	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111153	29979	cpu/event=0xD0,umask=0x82/u	40130c	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111218	32411	cpu/event=0xD0,umask=0x82/u	401039	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111314	30864	cpu/event=0xD0,umask=0x82/u	401438	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111381	31000	cpu/event=0xD0,umask=0x82/u	40137b	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111451	32991	cpu/event=0xD0,umask=0x82/u	40136f	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111520	34704	cpu/event=0xD0,umask=0x82/u	400dec	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111592	36632	cpu/event=0xD0,umask=0x82/u	4017d4	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111667	38429	cpu/event=0xD0,umask=0x82/u	400e54	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111764	40017	cpu/event=0xD0,umask=0x82/u	4017d8	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111857	40221	cpu/event=0xD0,umask=0x82/u	4017b0	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.111951	40555	cpu/event=0xD0,umask=0x82/u	400ac0	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.112042	40877	cpu/event=0xD0,umask=0x82/u	400dec	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.112137	41384	cpu/event=0xD0,umask=0x82/u	40129b	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.112234	41650	cpu/event=0xD0,umask=0x82/u	401768	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.112336	41855	cpu/event=0xD0,umask=0x82/u	400ddb	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.112432	41751	cpu/event=0xD0,umask=0x82/u	401314	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82740	[009]	2603861.112529	41925	cpu/event=0xD0,umask=0x82/u	400d9c	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
