idctrn01_lite	83136	[011]	2603893.117813	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
idctrn01_lite	83136	[011]	2603893.117822	1	cpu/event=0xD0,umask=0x82/u	7f6b6f5cea33	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.117832	3	cpu/event=0xD0,umask=0x82/u	7f6b6f5cec68	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.117842	7	cpu/event=0xD0,umask=0x82/u	7f6b6f5cea48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.117847	16	cpu/event=0xD0,umask=0x82/u	7f6b6f5cea6b	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.117870	53	cpu/event=0xD0,umask=0x82/u	7f6b6f5ced36	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.117896	75	cpu/event=0xD0,umask=0x82/u	7f6b6f5e66c6	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.117926	102	cpu/event=0xD0,umask=0x82/u	7f6b6f5e9f6a	strlen	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.117953	132	cpu/event=0xD0,umask=0x82/u	7f6b6f5cf8d4	dl_main	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.117962	177	cpu/event=0xD0,umask=0x82/u	7f6b6f5ea650	memcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.117998	423	cpu/event=0xD0,umask=0x82/u	7f6b6f5dbf92	_dl_map_object_deps	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.118124	514	cpu/event=0xD0,umask=0x82/u	7f6b6f5d5a16	_dl_map_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.118210	502	cpu/event=0xD0,umask=0x82/u	7f6b6f5dd5a4	_dl_catch_error	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.118248	513	cpu/event=0xD0,umask=0x82/u	7f6b6f5e8b35	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.118306	618	cpu/event=0xD0,umask=0x82/u	7f6b6f5d9649	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.118331	672	cpu/event=0xD0,umask=0x82/u	7f6b6f5d9639	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.118356	931	cpu/event=0xD0,umask=0x82/u	7f6b6f5d7a20	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.118380	1275	cpu/event=0xD0,umask=0x82/u	7f6b6f5d6f8f	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.118401	1774	cpu/event=0xD0,umask=0x82/u	7f6b6f5d6fd9	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.118429	2620	cpu/event=0xD0,umask=0x82/u	7f6b6f5d6fbf	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.118498	3452	cpu/event=0xD0,umask=0x82/u	7f6b6f5d9590	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	83136	[011]	2603893.118733	3654	cpu/event=0xD0,umask=0x82/u	4008b0	GetTestData	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.118754	3392	cpu/event=0xD0,umask=0x82/u	4008be	GetTestData	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.118800	4974	cpu/event=0xD0,umask=0x82/u	7f6b6f332bca	__cos_avx	(/lib/x86_64-linux-gnu/libm-2.23.so)
idctrn01_lite	83136	[011]	2603893.118832	5723	cpu/event=0xD0,umask=0x82/u	400ac0	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.118851	7197	cpu/event=0xD0,umask=0x82/u	400eb7	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.118880	11088	cpu/event=0xD0,umask=0x82/u	4017d4	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.118911	14433	cpu/event=0xD0,umask=0x82/u	4012c3	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.118952	18489	cpu/event=0xD0,umask=0x82/u	401714	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.118998	21868	cpu/event=0xD0,umask=0x82/u	4017d4	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.119055	24989	cpu/event=0xD0,umask=0x82/u	401768	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.119135	24335	cpu/event=0xD0,umask=0x82/u	4012a8	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.119196	25074	cpu/event=0xD0,umask=0x82/u	4017d4	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.119271	27107	cpu/event=0xD0,umask=0x82/u	401314	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.119337	28203	cpu/event=0xD0,umask=0x82/u	401768	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.119404	30068	cpu/event=0xD0,umask=0x82/u	400de0	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	83136	[011]	2603893.119480	31895	cpu/event=0xD0,umask=0x82/u	4017cc	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
