idctrn01_lite	82089	[023]	2603808.632408	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
idctrn01_lite	82089	[023]	2603808.632415	1	cpu/event=0xD0,umask=0x82/u	7f957e818a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632437	3	cpu/event=0xD0,umask=0x82/u	7f957e818a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632441	5	cpu/event=0xD0,umask=0x82/u	7f957e818a6b	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632446	18	cpu/event=0xD0,umask=0x82/u	7f957e818a86	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632463	62	cpu/event=0xD0,umask=0x82/u	7f957e818d5b	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632490	100	cpu/event=0xD0,umask=0x82/u	7f957e831420	brk	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632513	135	cpu/event=0xD0,umask=0x82/u	7f957e822cf5	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632541	189	cpu/event=0xD0,umask=0x82/u	7f957e819d25	dl_main	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632560	252	cpu/event=0xD0,umask=0x82/u	7f957e81f848	_dl_init_paths	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632625	385	cpu/event=0xD0,umask=0x82/u	7f957e81d360	_dl_map_object_from_fd	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632709	412	cpu/event=0xD0,umask=0x82/u	7f957e81d361	_dl_map_object_from_fd	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632768	422	cpu/event=0xD0,umask=0x82/u	7f957e8289d7	_dl_name_match_p	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632797	459	cpu/event=0xD0,umask=0x82/u	7f957e832ad3	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632841	599	cpu/event=0xD0,umask=0x82/u	7f957e81af70	dl_main	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632871	695	cpu/event=0xD0,umask=0x82/u	7f957e823633	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632899	893	cpu/event=0xD0,umask=0x82/u	7f957e820fbf	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632920	1178	cpu/event=0xD0,umask=0x82/u	7f957e821a57	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632938	1739	cpu/event=0xD0,umask=0x82/u	7f957e821a20	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.632963	2700	cpu/event=0xD0,umask=0x82/u	7f957e820d0f	check_match	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.633027	3733	cpu/event=0xD0,umask=0x82/u	7f957e820f86	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82089	[023]	2603808.633234	3993	cpu/event=0xD0,umask=0x82/u	4008b0	GetTestData	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633259	3737	cpu/event=0xD0,umask=0x82/u	4008be	GetTestData	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633327	5114	cpu/event=0xD0,umask=0x82/u	400dd2	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633349	5420	cpu/event=0xD0,umask=0x82/u	400e30	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633366	7777	cpu/event=0xD0,umask=0x82/u	4012a8	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633390	12581	cpu/event=0xD0,umask=0x82/u	400e43	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633425	17549	cpu/event=0xD0,umask=0x82/u	400d9c	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633472	21598	cpu/event=0xD0,umask=0x82/u	400ac0	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633520	24687	cpu/event=0xD0,umask=0x82/u	4017d4	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633573	27991	cpu/event=0xD0,umask=0x82/u	4012a8	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633631	31121	cpu/event=0xD0,umask=0x82/u	401760	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633694	33954	cpu/event=0xD0,umask=0x82/u	401758	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633760	36482	cpu/event=0xD0,umask=0x82/u	4012a0	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633830	38774	cpu/event=0xD0,umask=0x82/u	401747	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633904	40839	cpu/event=0xD0,umask=0x82/u	40129b	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.633981	42678	cpu/event=0xD0,umask=0x82/u	401720	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.634057	44275	cpu/event=0xD0,umask=0x82/u	400f78	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.634142	46015	cpu/event=0xD0,umask=0x82/u	400f78	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.634227	46977	cpu/event=0xD0,umask=0x82/u	401760	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.634313	48044	cpu/event=0xD0,umask=0x82/u	400f78	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.634400	49034	cpu/event=0xD0,umask=0x82/u	400e54	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.634489	49928	cpu/event=0xD0,umask=0x82/u	400e54	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.634583	50735	cpu/event=0xD0,umask=0x82/u	401314	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.634674	51094	cpu/event=0xD0,umask=0x82/u	40189b	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.634767	51720	cpu/event=0xD0,umask=0x82/u	40130c	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.634859	52261	cpu/event=0xD0,umask=0x82/u	400e58	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.634957	52797	cpu/event=0xD0,umask=0x82/u	400ac0	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.635051	52938	cpu/event=0xD0,umask=0x82/u	4017cc	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82089	[023]	2603808.635145	53357	cpu/event=0xD0,umask=0x82/u	4017ef	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
