idctrn01_lite	82269	[015]	2603823.064956	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
idctrn01_lite	82269	[015]	2603823.064965	1	cpu/event=0xD0,umask=0x82/u	7fd344814a33	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82269	[015]	2603823.064972	3	cpu/event=0xD0,umask=0x82/u	7fd344814c68	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82269	[015]	2603823.064981	8	cpu/event=0xD0,umask=0x82/u	7fd344814a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82269	[015]	2603823.064987	18	cpu/event=0xD0,umask=0x82/u	7fd344814a75	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82269	[015]	2603823.065002	60	cpu/event=0xD0,umask=0x82/u	7fd344814d3a	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82269	[015]	2603823.065037	100	cpu/event=0xD0,umask=0x82/u	7fd34482c73f	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82269	[015]	2603823.065062	124	cpu/event=0xD0,umask=0x82/u	7fd34481ece3	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82269	[015]	2603823.065092	170	cpu/event=0xD0,umask=0x82/u	7fd344815b56	dl_main	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82269	[015]	2603823.065114	221	cpu/event=0xD0,umask=0x82/u	7fd344830bb0	memset	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82269	[015]	2603823.065171	316	cpu/event=0xD0,umask=0x82/u	7fd34482afd6	_dl_cache_libcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82269	[015]	2603823.065258	347	cpu/event=0xD0,umask=0x82/u	7fd34482eb20	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
