idctrn01_lite	82571	[021]	2603847.521988	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
idctrn01_lite	82571	[021]	2603847.521996	1	cpu/event=0xD0,umask=0x82/u	7f9d0c767a6b	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522007	3	cpu/event=0xD0,umask=0x82/u	7f9d0c767a48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522012	6	cpu/event=0xD0,umask=0x82/u	7f9d0c767a6b	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522020	21	cpu/event=0xD0,umask=0x82/u	7f9d0c767aa2	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522042	51	cpu/event=0xD0,umask=0x82/u	7f9d0c767da7	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522061	73	cpu/event=0xD0,umask=0x82/u	7f9d0c77f73f	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522076	112	cpu/event=0xD0,umask=0x82/u	7f9d0c77fe80	calloc	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522120	194	cpu/event=0xD0,umask=0x82/u	7f9d0c77fe80	calloc	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522146	225	cpu/event=0xD0,umask=0x82/u	7f9d0c77fe70	malloc	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522195	304	cpu/event=0xD0,umask=0x82/u	7f9d0c77e19d	_dl_load_cache_lookup	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522280	345	cpu/event=0xD0,umask=0x82/u	7f9d0c7815b5	__GI___sigsetjmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522338	353	cpu/event=0xD0,umask=0x82/u	7f9d0c783c44	memset	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522377	385	cpu/event=0xD0,umask=0x82/u	7f9d0c76ea2c	_dl_map_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522407	462	cpu/event=0xD0,umask=0x82/u	7f9d0c7781cf	_dl_check_map_versions	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522451	595	cpu/event=0xD0,umask=0x82/u	7f9d0c772633	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522477	692	cpu/event=0xD0,umask=0x82/u	7f9d0c77265a	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522498	928	cpu/event=0xD0,umask=0x82/u	7f9d0c76ff4a	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522520	1369	cpu/event=0xD0,umask=0x82/u	7f9d0c76ffce	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522537	2002	cpu/event=0xD0,umask=0x82/u	7f9d0c76fd97	check_match	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522561	3163	cpu/event=0xD0,umask=0x82/u	7f9d0c76fdaf	check_match	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522687	4441	cpu/event=0xD0,umask=0x82/u	7f9d0c770a64	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
idctrn01_lite	82571	[021]	2603847.522846	4329	cpu/event=0xD0,umask=0x82/u	4008be	GetTestData	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.522860	4129	cpu/event=0xD0,umask=0x82/u	4008be	GetTestData	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.522920	7215	cpu/event=0xD0,umask=0x82/u	401382	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.522942	7810	cpu/event=0xD0,umask=0x82/u	400e54	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.522977	11259	cpu/event=0xD0,umask=0x82/u	400c27	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523008	13952	cpu/event=0xD0,umask=0x82/u	401303	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523052	17793	cpu/event=0xD0,umask=0x82/u	401720	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523098	20621	cpu/event=0xD0,umask=0x82/u	401768	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523148	23685	cpu/event=0xD0,umask=0x82/u	401298	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523198	26648	cpu/event=0xD0,umask=0x82/u	401768	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523258	29898	cpu/event=0xD0,umask=0x82/u	401760	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523346	28927	cpu/event=0xD0,umask=0x82/u	401314	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523409	29433	cpu/event=0xD0,umask=0x82/u	400d9c	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523469	31544	cpu/event=0xD0,umask=0x82/u	401661	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523536	34193	cpu/event=0xD0,umask=0x82/u	40175b	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523613	36275	cpu/event=0xD0,umask=0x82/u	401318	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523688	37633	cpu/event=0xD0,umask=0x82/u	401768	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523760	39236	cpu/event=0xD0,umask=0x82/u	400e54	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523855	41117	cpu/event=0xD0,umask=0x82/u	400dd8	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.523951	41399	cpu/event=0xD0,umask=0x82/u	401260	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.524047	41594	cpu/event=0xD0,umask=0x82/u	401760	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.524150	41796	cpu/event=0xD0,umask=0x82/u	400de8	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.524247	41671	cpu/event=0xD0,umask=0x82/u	401314	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.524349	41815	cpu/event=0xD0,umask=0x82/u	401820	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.524447	41710	cpu/event=0xD0,umask=0x82/u	4012ac	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.524544	41848	cpu/event=0xD0,umask=0x82/u	401752	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.524642	41983	cpu/event=0xD0,umask=0x82/u	400e54	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
idctrn01_lite	82571	[021]	2603847.524736	42092	cpu/event=0xD0,umask=0x82/u	401768	t_run_test	(/home/koga/autobench_perf/src/autobench/idctrn01_lite)
