pntrch01_lite	84096	[019]	2604124.316589	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
pntrch01_lite	84096	[019]	2604124.316598	1	cpu/event=0xD0,umask=0x82/u	7f80c60c9a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.316608	3	cpu/event=0xD0,umask=0x82/u	7f80c60c9a5a	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.316623	7	cpu/event=0xD0,umask=0x82/u	7f80c60c9a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.316628	12	cpu/event=0xD0,umask=0x82/u	7f80c60c9a86	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.316640	44	cpu/event=0xD0,umask=0x82/u	7f80c60c9b6a	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.316683	84	cpu/event=0xD0,umask=0x82/u	7f80c60e16c6	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.316710	98	cpu/event=0xD0,umask=0x82/u	7f80c60e4f6a	strlen	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.316736	131	cpu/event=0xD0,umask=0x82/u	7f80c60ca8f6	dl_main	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.316754	179	cpu/event=0xD0,umask=0x82/u	7f80c60e1b3f	_dl_discover_osversion	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.316786	280	cpu/event=0xD0,umask=0x82/u	7f80c60d6002	_dl_map_object_deps	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.316870	354	cpu/event=0xD0,umask=0x82/u	7f80c60e1d71	__libc_memalign	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.316957	363	cpu/event=0xD0,umask=0x82/u	7f80c60d3c60	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.317025	370	cpu/event=0xD0,umask=0x82/u	7f80c60e49a8	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.317059	392	cpu/event=0xD0,umask=0x82/u	7f80c60da223	_dl_check_map_versions	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.317101	486	cpu/event=0xD0,umask=0x82/u	7f80c60db5fa	_dl_allocate_tls_storage	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.317135	570	cpu/event=0xD0,umask=0x82/u	7f80c60d4636	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.317166	706	cpu/event=0xD0,umask=0x82/u	7f80c60d4639	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.317190	909	cpu/event=0xD0,umask=0x82/u	7f80c60d1fbf	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.317216	1262	cpu/event=0xD0,umask=0x82/u	7f80c60d99c0	_dl_name_match_p	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.317238	1724	cpu/event=0xD0,umask=0x82/u	7f80c60d25b4	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
pntrch01_lite	84096	[019]	2604124.317262	2487	cpu/event=0xD0,umask=0x82/u	7f80c60d1edf	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
