	time	ins	cycle	memory	branchm	ins_d	cycle_d	memory_d	branchm_d
0	0.001	25437.0	29177	0	1721.0	0.0	0.0	0.0	0.0
1	0.0011	24293.0	60641	19768	0.0	-1144.0	31464.0	19768.0	-1721.0
2	0.0012	56184.0	38176	10888	986.0	31891.0	-22465.0	-8880.0	986.0
3	0.0013	192479.0	81064	33008	0.0	136295.0	42888.0	22120.0	-986.0
4	0.0014	191681.0	94433	28203	947.0	-798.0	13369.0	-4805.0	947.0
5	0.0015	113309.0	54666	35970	889.0	-78372.0	-39767.0	7767.0	-58.0
6	0.0016	253753.0	119599	27939	0.0	140444.0	64933.0	-8031.0	-889.0
7	0.0017	137928.0	64988	44889	848.0	-115825.0	-54611.0	16950.0	848.0
8	0.0018	147542.0	68515	5429	729.0	9614.0	3527.0	-39460.0	-119.0
9	0.0019	136111.0	130212	43523	0.0	-11431.0	61697.0	38094.0	-729.0
10	0.002	278238.0	67971	31539	693.0	142127.0	-62241.0	-11984.0	693.0
11	0.0021	150112.0	70498	48915	676.0	-128126.0	2527.0	17376.0	-17.0
12	0.0022	155417.0	72745	28770	667.0	5305.0	2247.0	-20145.0	-9.0
13	0.0023	325725.0	75404	29662	653.0	170308.0	2659.0	892.0	-14.0
14	0.0024	169726.0	156094	30621	647.0	-155999.0	80690.0	959.0	-6.0
15	0.0025	172669.0	80254	31241	635.0	2943.0	-75840.0	620.0	-12.0
16	0.0026	177489.0	82141	32011	0.0	4820.0	1887.0	770.0	-635.0
17	0.0027	179844.0	83299	58109	635.0	2355.0	1158.0	26098.0	635.0
18	0.0028	182165.0	84267	33378	627.0	2321.0	968.0	-24731.0	-8.0
19	0.0029	184466.0	85136	40904	624.0	2301.0	869.0	7526.0	-3.0
20	0.003	185913.0	85898	34059	621.0	1447.0	762.0	-6845.0	-3.0
21	0.0031	189332.0	86057	34437	624.0	3419.0	159.0	378.0	3.0
22	0.0032	382463.0	86695	34678	624.0	193131.0	638.0	241.0	0.0
23	0.0033	195930.0	88338	34908	617.0	-186533.0	1643.0	230.0	-7.0
24	0.0034	196972.0	88885	35215	616.0	1042.0	547.0	307.0	-1.0
25	0.0035	195989.0	89286	35385	618.0	-983.0	401.0	170.0	2.0
26	0.0036	196587.0	90210	35316	618.0	598.0	924.0	-69.0	0.0
27	0.0037	198882.0	180708	35558	612.0	2295.0	90498.0	242.0	-6.0
28	0.0038	198774.0	90961	36021	617.0	-108.0	-89747.0	463.0	5.0
29	0.0039	200129.0	91581	36004	621.0	1355.0	620.0	-17.0	4.0
30	0.004	202149.0	91562	36339	620.0	2020.0	-19.0	335.0	-1.0
31	0.0041	202133.0	91625	36573	614.0	-16.0	63.0	234.0	-6.0
32	0.0042	201718.0	92274	36459	623.0	-415.0	649.0	-114.0	9.0
33	0.0043	203499.0	92196	36531	623.0	1781.0	-78.0	72.0	0.0
34	0.0044	203487.0	92200	36747	618.0	-12.0	4.0	216.0	-5.0
35	0.0045	201882.0	92751	36802	618.0	-1605.0	551.0	55.0	0.0
36	0.0046	201877.0	92761	36478	623.0	-5.0	10.0	-324.0	5.0
37	0.0047	203633.0	92226	36583	622.0	1756.0	-535.0	105.0	-1.0
38	0.0048	203432.0	92198	36779	615.0	-201.0	-28.0	196.0	-7.0
39	0.0049	201926.0	92762	36664	615.0	-1506.0	564.0	-115.0	0.0
40	0.005	203549.0	92271	36502	620.0	1623.0	-491.0	-162.0	5.0
41	0.0051	203596.0	92231	36689	616.0	47.0	-40.0	187.0	-4.0
42	0.0052	202039.0	92808	36802	613.0	-1557.0	577.0	113.0	-3.0
43	0.0053	202086.0	92833	36460	618.0	47.0	25.0	-342.0	5.0
44	0.0054	203783.0	92275	36645	615.0	1697.0	-558.0	185.0	-3.0
45	0.0055	203606.0	92233	36809	614.0	-177.0	-42.0	164.0	-1.0
46	0.0056	202209.0	92811	36704	612.0	-1397.0	578.0	-105.0	-2.0
47	0.0057	203733.0	92303	36499	618.0	1524.0	-508.0	-205.0	6.0
48	0.0058	203242.0	92163	36511	606.0	-491.0	-140.0	12.0	-12.0
49	0.0059	198473.0	90998	29063	604.0	-4769.0	-1165.0	-7448.0	-2.0
50	0.006	198423.0	90996	43334	605.0	-50.0	-2.0	14271.0	1.0
51	0.0061	198976.0	91098	35884	607.0	553.0	102.0	-7450.0	2.0
52	0.0062	198996.0	91215	36123	604.0	20.0	117.0	239.0	-3.0
53	0.0063	199259.0	91888	28556	599.0	263.0	673.0	-7567.0	-5.0
54	0.0064	202778.0	91487	43372	607.0	3519.0	-401.0	14816.0	8.0
55	0.0065	204364.0	92077	36280	605.0	1586.0	590.0	-7092.0	-2.0
56	0.0066	201750.0	92151	28791	604.0	-2614.0	74.0	-7489.0	-1.0
57	0.0067	201737.0	92177	36337	610.0	-13.0	26.0	7546.0	6.0
58	0.0068	203231.0	92720	43733	608.0	1494.0	543.0	7396.0	-2.0
59	0.0069	201646.0	92718	36558	608.0	-1585.0	-2.0	-7175.0	0.0
60	0.007	201555.0	92164	28693	607.0	-91.0	-554.0	-7865.0	-1.0
61	0.0071	201820.0	92124	36456	614.0	265.0	-40.0	7763.0	7.0
62	0.0072	203123.0	92683	43876	0.0	1303.0	559.0	7420.0	-614.0
63	0.0073	202916.0	92711	28843	614.0	-207.0	28.0	-15033.0	614.0
64	0.0074	201893.0	92170	36586	1219.0	-1023.0	-541.0	7743.0	605.0
65	0.0075	203249.0	92696	36501	0.0	1356.0	526.0	-85.0	-1219.0
66	0.0076	202887.0	92711	36479	615.0	-362.0	15.0	-22.0	615.0
67	0.0077	202868.0	92664	36468	1219.0	-19.0	-47.0	-11.0	604.0
68	0.0078	202998.0	92627	36551	615.0	130.0	-37.0	83.0	-604.0
69	0.0079	202741.0	92585	36471	0.0	-257.0	-42.0	-80.0	-615.0
70	0.008	202439.0	92560	36433	615.0	-302.0	-25.0	-38.0	615.0
71	0.0081	202566.0	92501	36536	610.0	127.0	-59.0	103.0	-5.0
72	0.0082	202623.0	92481	36579	610.0	57.0	-20.0	43.0	0.0
73	0.0083	202292.0	92469	36470	616.0	-331.0	-12.0	-109.0	6.0
74	0.0084	202313.0	92445	36629	616.0	21.0	-24.0	159.0	0.0
75	0.0085	202510.0	92422	36599	610.0	197.0	-23.0	-30.0	-6.0
76	0.0086	202342.0	92413	36523	616.0	-168.0	-9.0	-76.0	6.0
77	0.0087	202052.0	92403	36504	616.0	-290.0	-10.0	-19.0	0.0
78	0.0088	202362.0	92392	36637	615.0	310.0	-11.0	133.0	-1.0
79	0.0089	202395.0	92382	36790	607.0	33.0	-10.0	153.0	-8.0
80	0.009	202090.0	92380	36858	617.0	-305.0	-2.0	68.0	10.0
81	0.0091	202130.0	92376	36607	618.0	40.0	-4.0	-251.0	1.0
82	0.0092	202429.0	92361	36740	609.0	299.0	-15.0	133.0	-9.0
83	0.0093	202186.0	92361	36939	619.0	-243.0	0.0	199.0	10.0
84	0.0094	202052.0	92372	36522	619.0	-134.0	11.0	-417.0	0.0
85	0.0095	202392.0	92364	36625	614.0	340.0	-8.0	103.0	-5.0
86	0.0096	202394.0	92346	36987	608.0	2.0	-18.0	362.0	-6.0
87	0.0097	202053.0	92329	36903	614.0	-341.0	-17.0	-84.0	6.0
88	0.0098	202040.0	0	36697	614.0	-13.0	-92329.0	-206.0	0.0
89	0.0099	199544.0	92254	36672	602.0	-2496.0	92254.0	-25.0	-12.0
90	0.01	199391.0	91101	36348	602.0	-153.0	-1153.0	-324.0	0.0
91	0.0101	199507.0	182238	36053	608.0	116.0	91137.0	-295.0	6.0
92	0.0102	200105.0	91300	36165	609.0	598.0	-90938.0	112.0	1.0
93	0.0103	200355.0	91426	36393	603.0	250.0	126.0	228.0	-6.0
94	0.0104	200184.0	91510	36379	609.0	-171.0	84.0	-14.0	6.0
95	0.0105	200606.0	91589	36216	610.0	422.0	79.0	-163.0	1.0
96	0.0106	200990.0	91680	36416	606.0	384.0	91.0	200.0	-4.0
97	0.0107	200785.0	91767	36542	605.0	-205.0	87.0	126.0	-1.0
98	0.0108	200982.0	91824	36238	612.0	197.0	57.0	-304.0	7.0
99	0.0109	201340.0	91868	36372	612.0	358.0	44.0	134.0	0.0
100	0.011	201264.0	91919	36603	607.0	-76.0	51.0	231.0	-5.0
101	0.0111	201102.0	91965	36514	612.0	-162.0	46.0	-89.0	5.0
102	0.0112	201577.0	92020	36338	613.0	475.0	55.0	-176.0	1.0
103	0.0113	201618.0	92047	36536	609.0	41.0	27.0	198.0	-4.0
104	0.0114	201499.0	92084	36666	607.0	-119.0	37.0	130.0	-2.0
105	0.0115	201620.0	92113	36345	615.0	121.0	29.0	-321.0	8.0
106	0.0116	201959.0	92151	36463	616.0	339.0	38.0	118.0	1.0
107	0.0117	201744.0	92157	36704	610.0	-215.0	6.0	241.0	-6.0
108	0.0118	201708.0	92171	28960	610.0	-36.0	14.0	-7744.0	0.0
109	0.0119	201996.0	92172	44045	615.0	288.0	1.0	15085.0	5.0
110	0.012	202011.0	92184	36531	615.0	15.0	12.0	-7514.0	0.0
111	0.0121	201696.0	92182	29037	609.0	-315.0	-2.0	-7494.0	-6.0
112	0.0122	201843.0	92188	36567	614.0	147.0	6.0	7530.0	5.0
113	0.0123	205043.0	92183	43919	615.0	3200.0	-5.0	7352.0	1.0
114	0.0124	203338.0	92769	36829	613.0	-1705.0	586.0	-7090.0	-2.0
115	0.0125	203048.0	92655	29110	612.0	-290.0	-114.0	-7719.0	-1.0
116	0.0126	203306.0	92614	36865	618.0	258.0	-41.0	7755.0	6.0
117	0.0127	204434.0	93121	44272	618.0	1128.0	507.0	7407.0	0.0
118	0.0128	203968.0	93086	29161	609.0	-466.0	-35.0	-15111.0	-9.0
119	0.0129	202776.0	93012	36875	619.0	-1192.0	-74.0	7714.0	10.0
120	0.013	204157.0	92930	36721	619.0	1381.0	-82.0	-154.0	0.0
121	0.0131	203726.0	92851	36683	614.0	-431.0	-79.0	-38.0	-5.0
122	0.0132	203546.0	93349	36680	605.0	-180.0	498.0	-3.0	-9.0
123	0.0133	205125.0	93310	36733	612.0	1579.0	-39.0	53.0	7.0
124	0.0134	204952.0	93212	36669	612.0	-173.0	-98.0	-64.0	0.0
125	0.0135	204387.0	93122	36691	610.0	-565.0	-90.0	22.0	-2.0
126	0.0136	204307.0	93032	36609	610.0	-80.0	-90.0	-82.0	0.0
127	0.0137	204327.0	92956	36670	0.0	20.0	-76.0	61.0	-610.0
128	0.0138	203670.0	0	36596	612.0	-657.0	-92956.0	-74.0	612.0
129	0.0139	0.0	92815	36396	601.0	-203670.0	92815.0	-200.0	-11.0
130	0.014	397162.0	91019	35820	594.0	397162.0	-1796.0	-576.0	-7.0
131	0.0141	200026.0	181252	35740	1217.0	-197136.0	90233.0	-80.0	623.0
132	0.0142	202056.0	92323	36156	621.0	2030.0	-88929.0	416.0	-596.0
133	0.0143	205739.0	93869	36792	627.0	3683.0	1546.0	636.0	6.0
134	0.0144	208174.0	94828	37261	634.0	2435.0	959.0	469.0	7.0
135	0.0145	209598.0	95651	37528	638.0	1424.0	823.0	267.0	4.0
136	0.0146	210991.0	96369	45987	640.0	1393.0	718.0	8459.0	2.0
137	0.0147	212704.0	97008	60598	643.0	1713.0	639.0	14611.0	3.0
138	0.0148	213995.0	97576	38764	648.0	1291.0	568.0	-21834.0	5.0
139	0.0149	214808.0	98071	46796	651.0	813.0	495.0	8032.0	3.0
140	0.015	215735.0	98504	39220	651.0	927.0	433.0	-7576.0	0.0
141	0.0151	216942.0	98908	31037	653.0	1207.0	404.0	-8183.0	2.0
142	0.0152	217833.0	99278	39444	656.0	891.0	370.0	8407.0	3.0
143	0.0153	218233.0	99591	47544	658.0	400.0	313.0	8100.0	2.0
144	0.0154	218784.0	99864	39633	658.0	551.0	273.0	-7911.0	0.0
145	0.0155	219608.0	100098	39839	658.0	824.0	234.0	206.0	0.0
146	0.0156	220326.0	100330	31719	662.0	718.0	232.0	-8120.0	4.0
147	0.0157	220524.0	100556	48087	664.0	198.0	226.0	16368.0	2.0
148	0.0158	220714.0	100748	39892	665.0	190.0	192.0	-8195.0	1.0
149	0.0159	221178.0	100914	40063	665.0	464.0	166.0	171.0	0.0
150	0.016	221822.0	101055	40215	666.0	644.0	141.0	152.0	1.0
151	0.0161	222128.0	101179	31972	669.0	306.0	124.0	-8243.0	3.0
152	0.0162	222093.0	101306	48290	671.0	-35.0	127.0	16318.0	2.0
153	0.0163	222258.0	101388	40151	671.0	165.0	82.0	-8139.0	0.0
154	0.0164	222747.0	101476	40300	670.0	489.0	88.0	149.0	-1.0
155	0.0165	223067.0	101552	40415	674.0	320.0	76.0	115.0	4.0
156	0.0166	223058.0	101647	32083	676.0	-9.0	95.0	-8332.0	2.0
157	0.0167	222899.0	101710	48429	676.0	-159.0	63.0	16346.0	0.0
158	0.0168	223200.0	101766	40296	674.0	301.0	56.0	-8133.0	-2.0
159	0.0169	223637.0	101809	40438	669.0	437.0	43.0	142.0	-5.0
160	0.017	223745.0	101836	32339	675.0	108.0	27.0	-8099.0	6.0
161	0.0171	223624.0	101892	40467	676.0	-121.0	56.0	8128.0	1.0
