aifftr01_lite	77952	[011]	2603130.055958	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
aifftr01_lite	77952	[011]	2603130.055966	1	cpu/event=0xD0,umask=0x82/u	7ff2292d9a48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77952	[011]	2603130.055976	3	cpu/event=0xD0,umask=0x82/u	7ff2292d9a48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77952	[011]	2603130.055989	7	cpu/event=0xD0,umask=0x82/u	7ff2292d9a5a	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77952	[011]	2603130.055993	13	cpu/event=0xD0,umask=0x82/u	7ff2292d9a7b	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77952	[011]	2603130.056006	53	cpu/event=0xD0,umask=0x82/u	7ff2292d9b71	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77952	[011]	2603130.056030	99	cpu/event=0xD0,umask=0x82/u	7ff2292f16c6	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77952	[011]	2603130.056069	138	cpu/event=0xD0,umask=0x82/u	7ff2292e3e5b	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77952	[011]	2603130.056098	165	cpu/event=0xD0,umask=0x82/u	7ff2292dab56	dl_main	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77952	[011]	2603130.056117	216	cpu/event=0xD0,umask=0x82/u	7ff2292f5bb0	memset	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77952	[011]	2603130.056172	327	cpu/event=0xD0,umask=0x82/u	7ff2292f019d	_dl_load_cache_lookup	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77952	[011]	2603130.056255	361	cpu/event=0xD0,umask=0x82/u	7ff2292e0a39	_dl_map_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77952	[011]	2603130.056315	371	cpu/event=0xD0,umask=0x82/u	7ff2292f5c49	memset	(/lib/x86_64-linux-gnu/ld-2.23.so)
