aifftr01_lite	77351	[029]	2603080.812180	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
aifftr01_lite	77351	[029]	2603080.812189	1	cpu/event=0xD0,umask=0x82/u	7f97ede05a4f	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77351	[029]	2603080.812193	3	cpu/event=0xD0,umask=0x82/u	7f97ede05c96	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77351	[029]	2603080.812202	12	cpu/event=0xD0,umask=0x82/u	7f97ede05a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77351	[029]	2603080.812217	28	cpu/event=0xD0,umask=0x82/u	7f97ede05a92	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77351	[029]	2603080.812242	48	cpu/event=0xD0,umask=0x82/u	7f97ede0fa80	_dl_setup_hash	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77351	[029]	2603080.812261	67	cpu/event=0xD0,umask=0x82/u	7f97ede1d75e	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77351	[029]	2603080.812277	103	cpu/event=0xD0,umask=0x82/u	7f97ede20f6a	strlen	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77351	[029]	2603080.812303	171	cpu/event=0xD0,umask=0x82/u	7f97ede0fbdb	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77351	[029]	2603080.812320	231	cpu/event=0xD0,umask=0x82/u	7f97ede13646	_dl_important_hwcaps	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77351	[029]	2603080.812343	378	cpu/event=0xD0,umask=0x82/u	7f97ede1c0e8	_dl_load_cache_lookup	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77351	[029]	2603080.812441	530	cpu/event=0xD0,umask=0x82/u	7f97ede20d60	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77351	[029]	2603080.812516	532	cpu/event=0xD0,umask=0x82/u	7f97ede1fb2a	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
