aifftr01_lite	77326	[025]	2603078.799952	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
aifftr01_lite	77326	[025]	2603078.799960	1	cpu/event=0xD0,umask=0x82/u	7ffae1c8ba48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.799978	3	cpu/event=0xD0,umask=0x82/u	7ffae1c8ba53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.799986	5	cpu/event=0xD0,umask=0x82/u	7ffae1c8ba5a	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800002	13	cpu/event=0xD0,umask=0x82/u	7ffae1c8ba92	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800016	22	cpu/event=0xD0,umask=0x82/u	7ffae1c8bd3a	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800032	40	cpu/event=0xD0,umask=0x82/u	7ffae1ca35b0	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800052	65	cpu/event=0xD0,umask=0x82/u	7ffae1ca3745	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800071	98	cpu/event=0xD0,umask=0x82/u	7ffae1ca6f6a	strlen	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800100	151	cpu/event=0xD0,umask=0x82/u	7ffae1c8c8e1	dl_main	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800115	197	cpu/event=0xD0,umask=0x82/u	7ffae1c9926d	_dl_important_hwcaps	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800143	344	cpu/event=0xD0,umask=0x82/u	7ffae1c9a59c	_dl_catch_error	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800250	450	cpu/event=0xD0,umask=0x82/u	7ffae1c90ce5	_dl_map_object_from_fd	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800318	448	cpu/event=0xD0,umask=0x82/u	7ffae1ca7c4e	memset	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800364	476	cpu/event=0xD0,umask=0x82/u	7ffae1c9be60	_dl_check_map_versions	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800397	545	cpu/event=0xD0,umask=0x82/u	7ffae1ca3d86	__libc_memalign	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800447	683	cpu/event=0xD0,umask=0x82/u	7ffae1c96650	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800465	768	cpu/event=0xD0,umask=0x82/u	7ffae1c96636	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77326	[025]	2603078.800487	1199	cpu/event=0xD0,umask=0x82/u	7ffae1c93f63	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
