aifftr01_lite	77193	[019]	2603068.036862	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
aifftr01_lite	77193	[019]	2603068.036870	1	cpu/event=0xD0,umask=0x82/u	7f2033e44a33	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.036876	3	cpu/event=0xD0,umask=0x82/u	7f2033e44c68	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.036889	9	cpu/event=0xD0,umask=0x82/u	7f2033e44a5a	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.036894	17	cpu/event=0xD0,umask=0x82/u	7f2033e44a75	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.036916	59	cpu/event=0xD0,umask=0x82/u	7f2033e44d3a	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.036950	86	cpu/event=0xD0,umask=0x82/u	7f2033e5c73f	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.036970	107	cpu/event=0xD0,umask=0x82/u	7f2033e4ee50	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.036989	160	cpu/event=0xD0,umask=0x82/u	7f2033e5cd86	__libc_memalign	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037015	248	cpu/event=0xD0,umask=0x82/u	7f2033e60ca0	mempcpy	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037065	336	cpu/event=0xD0,umask=0x82/u	7f2033e5b15c	_dl_load_cache_lookup	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037147	377	cpu/event=0xD0,umask=0x82/u	7f2033e5f5e0	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037201	388	cpu/event=0xD0,umask=0x82/u	7f2033e60c44	memset	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037247	430	cpu/event=0xD0,umask=0x82/u	7f2033e51999	_dl_map_object_deps	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037275	494	cpu/event=0xD0,umask=0x82/u	7f2033e551f2	_dl_check_map_versions	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037316	654	cpu/event=0xD0,umask=0x82/u	7f2033e4f65a	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037339	772	cpu/event=0xD0,umask=0x82/u	7f2033e4f63f	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037357	1093	cpu/event=0xD0,umask=0x82/u	7f2033e4da61	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037381	1701	cpu/event=0xD0,umask=0x82/u	7f2033e4da20	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037405	2403	cpu/event=0xD0,umask=0x82/u	7f2033e5fec8	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037457	3312	cpu/event=0xD0,umask=0x82/u	7f2033e4daba	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77193	[019]	2603068.037596	3694	cpu/event=0xD0,umask=0x82/u	400980	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.037751	3567	cpu/event=0xD0,umask=0x82/u	4008b7	GetTestData	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.037815	3410	cpu/event=0xD0,umask=0x82/u	7f2033b5e5cb	__sincos	(/lib/x86_64-linux-gnu/libm-2.23.so)
aifftr01_lite	77193	[019]	2603068.037862	3648	cpu/event=0xD0,umask=0x82/u	400b86	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.037874	4167	cpu/event=0xD0,umask=0x82/u	400cc5	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.037885	8086	cpu/event=0xD0,umask=0x82/u	400d1a	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.037904	16095	cpu/event=0xD0,umask=0x82/u	400d3a	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.037926	24758	cpu/event=0xD0,umask=0x82/u	400d41	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.037979	35710	cpu/event=0xD0,umask=0x82/u	401127	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038032	39591	cpu/event=0xD0,umask=0x82/u	401511	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038091	43997	cpu/event=0xD0,umask=0x82/u	400d28	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038155	47909	cpu/event=0xD0,umask=0x82/u	4010ae	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038221	51169	cpu/event=0xD0,umask=0x82/u	400ba3	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038291	54489	cpu/event=0xD0,umask=0x82/u	401135	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038358	57462	cpu/event=0xD0,umask=0x82/u	4015d7	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038441	61026	cpu/event=0xD0,umask=0x82/u	401163	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038517	62533	cpu/event=0xD0,umask=0x82/u	400bc0	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038597	65000	cpu/event=0xD0,umask=0x82/u	401117	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038676	67092	cpu/event=0xD0,umask=0x82/u	400d12	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038764	69288	cpu/event=0xD0,umask=0x82/u	401511	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038847	70500	cpu/event=0xD0,umask=0x82/u	4010ec	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.038937	72284	cpu/event=0xD0,umask=0x82/u	400ba3	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.039027	73285	cpu/event=0xD0,umask=0x82/u	400904	GetInputValues	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.039111	74275	cpu/event=0xD0,umask=0x82/u	400f09	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.039261	69592	cpu/event=0xD0,umask=0x82/u	401747	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.039372	66706	cpu/event=0xD0,umask=0x82/u	4010ec	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.039472	65880	cpu/event=0xD0,umask=0x82/u	400d4b	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.039581	65865	cpu/event=0xD0,umask=0x82/u	40154f	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.039681	65193	cpu/event=0xD0,umask=0x82/u	401112	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.039783	65189	cpu/event=0xD0,umask=0x82/u	401520	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.039888	65034	cpu/event=0xD0,umask=0x82/u	4010ec	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.039987	64630	cpu/event=0xD0,umask=0x82/u	400ce4	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.040094	64723	cpu/event=0xD0,umask=0x82/u	40158f	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.040192	64181	cpu/event=0xD0,umask=0x82/u	400d30	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.040298	64323	cpu/event=0xD0,umask=0x82/u	401514	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.040404	63928	cpu/event=0xD0,umask=0x82/u	4010f6	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.040502	63428	cpu/event=0xD0,umask=0x82/u	400ccd	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.040598	63627	cpu/event=0xD0,umask=0x82/u	40112d	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.040695	63986	cpu/event=0xD0,umask=0x82/u	400d03	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.040801	64233	cpu/event=0xD0,umask=0x82/u	401517	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.040894	63783	cpu/event=0xD0,umask=0x82/u	400ea3	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.040998	64342	cpu/event=0xD0,umask=0x82/u	4015b3	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.041105	64037	cpu/event=0xD0,umask=0x82/u	4010ff	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.041202	63533	cpu/event=0xD0,umask=0x82/u	400d16	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.041298	63726	cpu/event=0xD0,umask=0x82/u	40116d	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.041395	64089	cpu/event=0xD0,umask=0x82/u	400d44	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.041502	64312	cpu/event=0xD0,umask=0x82/u	401588	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.041596	63832	cpu/event=0xD0,umask=0x82/u	400f1d	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.041700	64284	cpu/event=0xD0,umask=0x82/u	401517	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.041806	64032	cpu/event=0xD0,umask=0x82/u	4010be	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.041909	63529	cpu/event=0xD0,umask=0x82/u	400d2c	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.042009	63333	cpu/event=0xD0,umask=0x82/u	401135	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.042105	63320	cpu/event=0xD0,umask=0x82/u	400d41	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.042211	63621	cpu/event=0xD0,umask=0x82/u	401538	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.042304	63225	cpu/event=0xD0,umask=0x82/u	400f09	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.042407	63764	cpu/event=0xD0,umask=0x82/u	40158f	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.042513	63551	cpu/event=0xD0,umask=0x82/u	401127	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.042610	63121	cpu/event=0xD0,umask=0x82/u	400d41	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.042709	63370	cpu/event=0xD0,umask=0x82/u	40110f	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.042806	63413	cpu/event=0xD0,umask=0x82/u	400d41	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.042912	63652	cpu/event=0xD0,umask=0x82/u	401566	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.043005	63231	cpu/event=0xD0,umask=0x82/u	400cc0	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.043108	63838	cpu/event=0xD0,umask=0x82/u	40154f	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.043235	63467	cpu/event=0xD0,umask=0x82/u	40114f	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.043332	61824	cpu/event=0xD0,umask=0x82/u	400b72	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.043436	62000	cpu/event=0xD0,umask=0x82/u	40112d	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.043532	61744	cpu/event=0xD0,umask=0x82/u	400d12	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.043634	62024	cpu/event=0xD0,umask=0x82/u	40090d	GetInputValues	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.043725	61857	cpu/event=0xD0,umask=0x82/u	400cd0	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.043829	62692	cpu/event=0xD0,umask=0x82/u	401563	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.043924	62379	cpu/event=0xD0,umask=0x82/u	400f88	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.044023	62777	cpu/event=0xD0,umask=0x82/u	401566	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.044128	62889	cpu/event=0xD0,umask=0x82/u	401155	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.044224	62503	cpu/event=0xD0,umask=0x82/u	400ccd	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.044323	62797	cpu/event=0xD0,umask=0x82/u	40110c	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.044419	62926	cpu/event=0xD0,umask=0x82/u	400c8e	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.044523	63243	cpu/event=0xD0,umask=0x82/u	401528	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.044614	62890	cpu/event=0xD0,umask=0x82/u	400d30	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.044724	63663	cpu/event=0xD0,umask=0x82/u	40158f	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.044823	63002	cpu/event=0xD0,umask=0x82/u	401135	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.044922	63028	cpu/event=0xD0,umask=0x82/u	4016fa	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.045025	63155	cpu/event=0xD0,umask=0x82/u	4011b5	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.045122	62894	cpu/event=0xD0,umask=0x82/u	400d0f	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.045226	63139	cpu/event=0xD0,umask=0x82/u	4013c6	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.045317	62849	cpu/event=0xD0,umask=0x82/u	400d41	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.045422	63630	cpu/event=0xD0,umask=0x82/u	40154f	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.045519	63253	cpu/event=0xD0,umask=0x82/u	401148	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.045619	63500	cpu/event=0xD0,umask=0x82/u	4014d6	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.045729	63515	cpu/event=0xD0,umask=0x82/u	401107	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.045826	62745	cpu/event=0xD0,umask=0x82/u	400d00	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.045926	62991	cpu/event=0xD0,umask=0x82/u	4010e8	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.046021	62991	cpu/event=0xD0,umask=0x82/u	400cd0	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.046126	63444	cpu/event=0xD0,umask=0x82/u	401557	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.046222	63065	cpu/event=0xD0,umask=0x82/u	40090d	GetInputValues	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.046322	63415	cpu/event=0xD0,umask=0x82/u	401585	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.046428	63363	cpu/event=0xD0,umask=0x82/u	40116d	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.046525	62958	cpu/event=0xD0,umask=0x82/u	400d3a	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.046624	63181	cpu/event=0xD0,umask=0x82/u	40115c	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.046725	63277	cpu/event=0xD0,umask=0x82/u	400ccd	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.046831	63170	cpu/event=0xD0,umask=0x82/u	401500	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.046922	62760	cpu/event=0xD0,umask=0x82/u	400cf7	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.047026	63471	cpu/event=0xD0,umask=0x82/u	40150d	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.047128	63228	cpu/event=0xD0,umask=0x82/u	40110f	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.047239	62975	cpu/event=0xD0,umask=0x82/u	400904	GetInputValues	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.047342	62217	cpu/event=0xD0,umask=0x82/u	4010ec	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.047438	62017	cpu/event=0xD0,umask=0x82/u	400d48	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.047542	62308	cpu/event=0xD0,umask=0x82/u	4013a2	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.047637	62052	cpu/event=0xD0,umask=0x82/u	400d41	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
aifftr01_lite	77193	[019]	2603068.047741	62457	cpu/event=0xD0,umask=0x82/u	40154f	t_run_test	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
