aifftr01_lite	77109	[017]	2603061.108591	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
aifftr01_lite	77109	[017]	2603061.108601	1	cpu/event=0xD0,umask=0x82/u	7f9875861a4f	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.108608	3	cpu/event=0xD0,umask=0x82/u	7f9875861a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.108625	9	cpu/event=0xD0,umask=0x82/u	7f9875861a4f	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.108632	15	cpu/event=0xD0,umask=0x82/u	7f9875861a68	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.108654	39	cpu/event=0xD0,umask=0x82/u	7f9875861d3a	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.108690	57	cpu/event=0xD0,umask=0x82/u	7f98758795fa	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.108714	70	cpu/event=0xD0,umask=0x82/u	7f987587cf40	strlen	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.108735	99	cpu/event=0xD0,umask=0x82/u	7f987586bcf5	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.108772	145	cpu/event=0xD0,umask=0x82/u	7f987586bc7f	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.108799	177	cpu/event=0xD0,umask=0x82/u	7f987586f94d	_dl_important_hwcaps	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.108829	236	cpu/event=0xD0,umask=0x82/u	7f987586dbb0	openaux	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.108919	306	cpu/event=0xD0,umask=0x82/u	7f9875866554	_dl_map_object_from_fd	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109014	311	cpu/event=0xD0,umask=0x82/u	7f9875871108	_dl_debug_initialize	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109068	313	cpu/event=0xD0,umask=0x82/u	7f9875866c05	_dl_map_object_from_fd	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109120	347	cpu/event=0xD0,umask=0x82/u	7f987586e7e8	_dl_map_object_deps	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109153	387	cpu/event=0xD0,umask=0x82/u	7f987587cece	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109205	488	cpu/event=0xD0,umask=0x82/u	7f987586c650	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109227	543	cpu/event=0xD0,umask=0x82/u	7f987586c636	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109260	784	cpu/event=0xD0,umask=0x82/u	7f987586c650	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109285	989	cpu/event=0xD0,umask=0x82/u	7f9875869f20	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109312	1351	cpu/event=0xD0,umask=0x82/u	7f987586aa57	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109331	1799	cpu/event=0xD0,umask=0x82/u	7f9875869f8f	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109359	2800	cpu/event=0xD0,umask=0x82/u	7f987586aa20	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
aifftr01_lite	77109	[017]	2603061.109510	3696	cpu/event=0xD0,umask=0x82/u	7f98751ad6e0	_init	(/lib/x86_64-linux-gnu/libc-2.23.so)
aifftr01_lite	77109	[017]	2603061.109757	3541	cpu/event=0xD0,umask=0x82/u	4008b7	GetTestData	(/home/koga/autobench_perf/src/autobench/aifftr01_lite)
