bitmnp01_lite	79661	[003]	2603481.313458	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
bitmnp01_lite	79661	[003]	2603481.313469	1	cpu/event=0xD0,umask=0x82/u	7f9b3f3b9a48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313488	2	cpu/event=0xD0,umask=0x82/u	7f9b3f3b9a48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313494	3	cpu/event=0xD0,umask=0x82/u	7f9b3f3b9a48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313504	9	cpu/event=0xD0,umask=0x82/u	7f9b3f3b9a5f	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313520	20	cpu/event=0xD0,umask=0x82/u	7f9b3f3b9b0b	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313557	33	cpu/event=0xD0,umask=0x82/u	7f9b3f3b9e17	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313571	41	cpu/event=0xD0,umask=0x82/u	7f9b3f3d16c6	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313598	72	cpu/event=0xD0,umask=0x82/u	7f9b3f3d125f	init_cpu_features.constprop.0	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313625	96	cpu/event=0xD0,umask=0x82/u	7f9b3f3c3cdc	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313656	129	cpu/event=0xD0,umask=0x82/u	7f9b3f3d5f11	memcpy	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313677	165	cpu/event=0xD0,umask=0x82/u	7f9b3f3c72b0	_dl_important_hwcaps	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313719	245	cpu/event=0xD0,umask=0x82/u	7f9b3f3c6ca8	_dl_map_object_deps	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313810	287	cpu/event=0xD0,umask=0x82/u	7f9b3f3c3cfc	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313892	291	cpu/event=0xD0,umask=0x82/u	7f9b3f3d5f3a	memcpy	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.313952	299	cpu/event=0xD0,umask=0x82/u	7f9b3f3d5c44	memset	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.314002	325	cpu/event=0xD0,umask=0x82/u	7f9b3f3c0a43	_dl_map_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.314038	365	cpu/event=0xD0,umask=0x82/u	7f9b3f3c9b15	match_symbol	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.314077	447	cpu/event=0xD0,umask=0x82/u	7f9b3f3cb604	_dl_allocate_tls_storage	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.314118	536	cpu/event=0xD0,umask=0x82/u	7f9b3f3c4650	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.314142	635	cpu/event=0xD0,umask=0x82/u	7f9b3f3c4636	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.314164	881	cpu/event=0xD0,umask=0x82/u	7f9b3f3c46d5	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.314191	1283	cpu/event=0xD0,umask=0x82/u	7f9b3f3c1f8a	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.314219	1704	cpu/event=0xD0,umask=0x82/u	7f9b3f3c1db3	check_match	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.314243	2254	cpu/event=0xD0,umask=0x82/u	7f9b3f3c2a20	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.314317	3149	cpu/event=0xD0,umask=0x82/u	7f9b3f3c2a5b	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79661	[003]	2603481.314613	3288	cpu/event=0xD0,umask=0x82/u	401045	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.314679	3017	cpu/event=0xD0,umask=0x82/u	401527	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.314730	3204	cpu/event=0xD0,umask=0x82/u	401700	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.314780	3592	cpu/event=0xD0,umask=0x82/u	401663	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.314818	4054	cpu/event=0xD0,umask=0x82/u	40168b	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.314865	4859	cpu/event=0xD0,umask=0x82/u	4013f7	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.314907	5542	cpu/event=0xD0,umask=0x82/u	401957	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.314945	6512	cpu/event=0xD0,umask=0x82/u	401555	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315003	7855	cpu/event=0xD0,umask=0x82/u	401045	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315126	8555	cpu/event=0xD0,umask=0x82/u	400b94	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315221	8354	cpu/event=0xD0,umask=0x82/u	400cee	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315298	8417	cpu/event=0xD0,umask=0x82/u	400bfc	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315357	8724	cpu/event=0xD0,umask=0x82/u	401177	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315449	9477	cpu/event=0xD0,umask=0x82/u	400f3f	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315538	9580	cpu/event=0xD0,umask=0x82/u	40107b	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315611	9738	cpu/event=0xD0,umask=0x82/u	400b6b	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315674	10186	cpu/event=0xD0,umask=0x82/u	401971	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315776	10922	cpu/event=0xD0,umask=0x82/u	401971	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315869	10904	cpu/event=0xD0,umask=0x82/u	4010d9	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.315942	10996	cpu/event=0xD0,umask=0x82/u	4011fe	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.316029	11530	cpu/event=0xD0,umask=0x82/u	400cd2	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.316136	11732	cpu/event=0xD0,umask=0x82/u	401566	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.316217	11637	cpu/event=0xD0,umask=0x82/u	401034	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.316299	11991	cpu/event=0xD0,umask=0x82/u	40178c	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.316407	12302	cpu/event=0xD0,umask=0x82/u	400c74	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.316497	12192	cpu/event=0xD0,umask=0x82/u	400ee0	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.316580	12359	cpu/event=0xD0,umask=0x82/u	40162d	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.316695	12685	cpu/event=0xD0,umask=0x82/u	401150	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.316782	12475	cpu/event=0xD0,umask=0x82/u	401738	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.316867	12719	cpu/event=0xD0,umask=0x82/u	4011ab	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.316984	12989	cpu/event=0xD0,umask=0x82/u	400c0d	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.317076	12763	cpu/event=0xD0,umask=0x82/u	401139	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.317166	12901	cpu/event=0xD0,umask=0x82/u	4015a5	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.317304	12417	cpu/event=0xD0,umask=0x82/u	400f0b	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.317392	11988	cpu/event=0xD0,umask=0x82/u	400f37	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.317479	12204	cpu/event=0xD0,umask=0x82/u	400cd2	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.317592	12434	cpu/event=0xD0,umask=0x82/u	4010de	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.317679	12251	cpu/event=0xD0,umask=0x82/u	4010fb	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.317765	12484	cpu/event=0xD0,umask=0x82/u	400f4a	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.317878	12744	cpu/event=0xD0,umask=0x82/u	401779	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.317966	12553	cpu/event=0xD0,umask=0x82/u	401533	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.318053	12777	cpu/event=0xD0,umask=0x82/u	400bda	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.318166	13007	cpu/event=0xD0,umask=0x82/u	40121a	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.318256	12829	cpu/event=0xD0,umask=0x82/u	40166d	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.318359	13010	cpu/event=0xD0,umask=0x82/u	4011e2	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.318471	12951	cpu/event=0xD0,umask=0x82/u	40167e	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.318553	12787	cpu/event=0xD0,umask=0x82/u	40192b	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.318659	13140	cpu/event=0xD0,umask=0x82/u	400c0d	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.318766	13050	cpu/event=0xD0,umask=0x82/u	40178c	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.318854	12932	cpu/event=0xD0,umask=0x82/u	400c81	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.318969	13168	cpu/event=0xD0,umask=0x82/u	40167a	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.319072	12953	cpu/event=0xD0,umask=0x82/u	400c43	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
bitmnp01_lite	79661	[003]	2603481.319161	12901	cpu/event=0xD0,umask=0x82/u	4011d4	t_run_test	(/home/koga/autobench_perf/src/autobench/bitmnp01_lite)
