bitmnp01_lite	79913	[019]	2603502.439151	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
bitmnp01_lite	79913	[019]	2603502.439160	1	cpu/event=0xD0,umask=0x82/u	7f296e940a33	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439167	3	cpu/event=0xD0,umask=0x82/u	7f296e940c68	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439177	8	cpu/event=0xD0,umask=0x82/u	7f296e940a48	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439182	18	cpu/event=0xD0,umask=0x82/u	7f296e940a6b	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439208	59	cpu/event=0xD0,umask=0x82/u	7f296e940d40	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439240	80	cpu/event=0xD0,umask=0x82/u	7f296e95873f	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439262	102	cpu/event=0xD0,umask=0x82/u	7f296e94ac29	_dl_new_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439289	146	cpu/event=0xD0,umask=0x82/u	7f296e958d92	__libc_memalign	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439313	196	cpu/event=0xD0,umask=0x82/u	7f296e94e514	_dl_important_hwcaps	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439341	274	cpu/event=0xD0,umask=0x82/u	7f296e94cbb0	openaux	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439421	364	cpu/event=0xD0,umask=0x82/u	7f296e95a411	mmap64	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439499	375	cpu/event=0xD0,umask=0x82/u	7f296e945620	_dl_map_object_from_fd	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439565	388	cpu/event=0xD0,umask=0x82/u	7f296e947a8e	_dl_map_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439605	414	cpu/event=0xD0,umask=0x82/u	7f296e950b13	match_symbol	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439648	490	cpu/event=0xD0,umask=0x82/u	7f296e94b2d9	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439675	574	cpu/event=0xD0,umask=0x82/u	7f296e94b65a	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439694	763	cpu/event=0xD0,umask=0x82/u	7f296e94b633	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
bitmnp01_lite	79913	[019]	2603502.439724	1163	cpu/event=0xD0,umask=0x82/u	7f296e94b706	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
