            perf 79756 [002] 2603489.329334:          1 cpu/event=0xC0,umask=0x00/u:            469d19 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329338:          1 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329340:          5 cpu/event=0xC0,umask=0x00/u:            469cf5 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329342:         35 cpu/event=0xC0,umask=0x00/u:            469d10 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329346:          1 cpu/event=0x3C,umask=0x00/u:      7fd36ebd5007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 79756 [002] 2603489.329348:          1 cpu/event=0x3C,umask=0x00/u:      7fd36ebd5007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 79756 [002] 2603489.329350:          7 cpu/event=0x3C,umask=0x00/u:      7fd36ebd5007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 79756 [002] 2603489.329352:         51 cpu/event=0x3C,umask=0x00/u:      7fd36ebd5007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 79756 [002] 2603489.329354:        370 cpu/event=0x3C,umask=0x00/u:      7fd36ebd5007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 79756 [002] 2603489.329356:       2685 cpu/event=0x3C,umask=0x00/u:            469cfd perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329357:        247 cpu/event=0xC0,umask=0x00/u:            469cfd perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329362:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329364:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329366:          7 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329368:         51 cpu/event=0xD0,umask=0x81/u:            469d02 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329375:          1 cpu/event=0xC5,umask=0x00/u:            469d2a perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329376:      18730 cpu/event=0x3C,umask=0x00/u:            469d2a perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 79756 [002] 2603489.329378:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
