	time	ins	cycle	memory	branchm	ins_d	cycle_d	memory_d	branchm_d
0	0.001	24330.0	59988	6897.0	1393.0	0.0	0.0	0.0	0.0
1	0.0011	51549.0	33368	9882.0	0.0	27219.0	-26620.0	2985.0	-1393.0
2	0.0012	128020.0	78873	23970.0	1085.0	76471.0	45505.0	14088.0	1085.0
3	0.0013	173886.0	92705	24512.0	0.0	45866.0	13832.0	542.0	-1085.0
4	0.0014	225619.0	112512	33739.0	0.0	51733.0	19807.0	9227.0	0.0
5	0.0015	266343.0	64362	44218.0	0.0	40724.0	-48150.0	10479.0	0.0
6	0.0016	147114.0	69097	22761.0	0.0	-119229.0	4735.0	-21457.0	0.0
7	0.0017	151238.0	148785	23379.0	0.0	4124.0	79688.0	618.0	0.0
8	0.0018	323193.0	78667	24398.0	0.0	171955.0	-70118.0	1019.0	0.0
9	0.0019	172976.0	81661	51519.0	1021.0	-150217.0	2994.0	27121.0	1021.0
10	0.002	178511.0	84324	26904.0	0.0	5535.0	2663.0	-24615.0	-1021.0
11	0.0021	180127.0	174716	30277.0	0.0	1616.0	90392.0	3373.0	0.0
12	0.0022	182517.0	89193	28285.0	0.0	2390.0	-85523.0	-1992.0	0.0
13	0.0023	186392.0	90835	28644.0	0.0	3875.0	1642.0	359.0	0.0
14	0.0024	189971.0	92368	29157.0	0.0	3579.0	1533.0	513.0	0.0
15	0.0025	389026.0	93727	32005.0	0.0	199055.0	1359.0	2848.0	0.0
16	0.0026	198396.0	94911	30048.0	0.0	-190630.0	1184.0	-1957.0	0.0
17	0.0027	200645.0	95345	60351.0	0.0	2249.0	434.0	30303.0	0.0
18	0.0028	201167.0	96233	30908.0	912.0	522.0	888.0	-29443.0	912.0
19	0.0029	201315.0	97108	33132.0	0.0	148.0	875.0	2224.0	-912.0
20	0.003	201634.0	97258	31221.0	0.0	319.0	150.0	-1911.0	0.0
21	0.0031	203336.0	97360	31251.0	0.0	1702.0	102.0	30.0	0.0
