	time	ins	cycle	memory	branchm	ins_d	cycle_d	memory_d	branchm_d
0	0.001	0.0	0	0.0	328.0	0.0	0.0	0.0	0.0
1	0.0011	0.0	26127	0.0	2130.0	0.0	26127.0	0.0	1802.0
2	0.0012	44571.0	82799	19073.0	0.0	44571.0	56672.0	19073.0	-2130.0
3	0.0013	25334.0	0	3372.0	0.0	-19237.0	-82799.0	-15701.0	0.0
4	0.0014	153784.0	74507	73167.0	0.0	128450.0	74507.0	69795.0	0.0
5	0.0015	150826.0	40646	82191.0	0.0	-2958.0	-33861.0	9024.0	0.0
6	0.0016	202800.0	87903	135302.0	0.0	51974.0	47257.0	53111.0	0.0
7	0.0017	255836.0	107025	113370.0	1228.0	53036.0	19122.0	-21932.0	1228.0
8	0.0018	149558.0	129315	86983.0	0.0	-106278.0	22290.0	-26387.0	-1228.0
9	0.0019	332381.0	70838	189185.0	0.0	182823.0	-58477.0	102202.0	0.0
10	0.002	180147.0	74811	102561.0	0.0	-152234.0	3973.0	-86624.0	0.0
11	0.0021	389806.0	160153	160855.0	0.0	209659.0	85342.0	58294.0	0.0
12	0.0022	209330.0	84651	172670.0	0.0	-180476.0	-75502.0	11815.0	0.0
13	0.0023	216794.0	87255	118431.0	0.0	7464.0	2604.0	-54239.0	0.0
14	0.0024	222836.0	88886	122337.0	0.0	6042.0	1631.0	3906.0	0.0
15	0.0025	228527.0	90942	125372.0	0.0	5691.0	2056.0	3035.0	0.0
16	0.0026	471008.0	92816	191283.0	0.0	242481.0	1874.0	65911.0	0.0
17	0.0027	242022.0	190364	130819.0	0.0	-228986.0	97548.0	-60464.0	0.0
18	0.0028	244652.0	97882	132075.0	1101.0	2630.0	-92482.0	1256.0	1101.0
19	0.0029	247538.0	99036	133615.0	0.0	2886.0	1154.0	1540.0	-1101.0
20	0.003	248686.0	98820	134721.0	0.0	1148.0	-216.0	1106.0	0.0
21	0.0031	251005.0	99668	136232.0	0.0	2319.0	848.0	1511.0	0.0
22	0.0032	255770.0	99871	207535.0	0.0	4765.0	203.0	71303.0	0.0
23	0.0033	257250.0	100562	139023.0	0.0	1480.0	691.0	-68512.0	0.0
24	0.0034	259323.0	101323	139935.0	0.0	2073.0	761.0	912.0	0.0
25	0.0035	259277.0	102667	140656.0	0.0	-46.0	1344.0	721.0	0.0
26	0.0036	260432.0	103310	141465.0	0.0	1155.0	643.0	809.0	0.0
27	0.0037	262077.0	103772	142206.0	0.0	1645.0	462.0	741.0	0.0
28	0.0038	264972.0	103594	142822.0	0.0	2895.0	-178.0	616.0	0.0
29	0.0039	266141.0	103921	143511.0	977.0	1169.0	327.0	689.0	977.0
30	0.004	267223.0	104258	143922.0	0.0	1082.0	337.0	411.0	-977.0
31	0.0041	267664.0	104559	143692.0	0.0	441.0	301.0	-230.0	0.0
32	0.0042	264847.0	104847	143731.0	0.0	-2817.0	288.0	39.0	0.0
33	0.0043	265415.0	105049	143931.0	0.0	568.0	202.0	200.0	0.0
34	0.0044	268175.0	104665	144398.0	0.0	2760.0	-384.0	467.0	0.0
35	0.0045	268729.0	104868	145750.0	0.0	554.0	203.0	1352.0	0.0
36	0.0046	266109.0	105109	145483.0	0.0	-2620.0	241.0	-267.0	0.0
37	0.0047	266027.0	105982	145549.0	0.0	-82.0	873.0	66.0	0.0
38	0.0048	266722.0	106173	145320.0	0.0	695.0	191.0	-229.0	0.0
39	0.0049	269117.0	106285	144279.0	0.0	2395.0	112.0	-1041.0	0.0
40	0.005	265823.0	104819	141634.0	778.0	-3294.0	-1466.0	-2645.0	778.0
41	0.0051	262000.0	102706	140295.0	0.0	-3823.0	-2113.0	-1339.0	-778.0
42	0.0052	259628.0	102985	140263.0	0.0	-2372.0	279.0	-32.0	0.0
43	0.0053	260468.0	103421	141274.0	0.0	840.0	436.0	1011.0	0.0
44	0.0054	263105.0	103818	141866.0	0.0	2637.0	397.0	592.0	0.0
45	0.0055	265827.0	104069	143051.0	0.0	2722.0	251.0	1185.0	0.0
46	0.0056	266224.0	105043	143610.0	0.0	397.0	974.0	559.0	0.0
47	0.0057	268826.0	105215	144466.0	691.0	2602.0	172.0	856.0	691.0
48	0.0058	269411.0	105408	144813.0	0.0	585.0	193.0	347.0	-691.0
49	0.0059	269741.0	105566	144739.0	0.0	330.0	158.0	-74.0	0.0
50	0.006	268632.0	105144	144887.0	0.0	-1109.0	-422.0	148.0	0.0
51	0.0061	538601.0	105887	145454.0	0.0	269969.0	743.0	567.0	0.0
52	0.0062	272824.0	106562	146732.0	0.0	-265777.0	675.0	1278.0	0.0
53	0.0063	272921.0	105982	147314.0	0.0	97.0	-580.0	582.0	0.0
54	0.0064	272780.0	106056	146874.0	0.0	-141.0	74.0	-440.0	0.0
55	0.0065	273165.0	106740	147488.0	618.0	385.0	684.0	614.0	618.0
56	0.0066	0.0	106294	147136.0	0.0	-273165.0	-446.0	-352.0	-618.0
57	0.0067	272858.0	106909	146505.0	0.0	272858.0	615.0	-631.0	0.0
58	0.0068	269593.0	107024	146674.0	0.0	-3265.0	115.0	169.0	0.0
59	0.0069	538929.0	107021	146403.0	0.0	269336.0	-3.0	-271.0	0.0
60	0.007	272419.0	107048	146407.0	0.0	-266510.0	27.0	4.0	0.0
61	0.0071	273230.0	106495	147167.0	0.0	811.0	-553.0	760.0	0.0
62	0.0072	273139.0	105950	147341.0	552.0	-91.0	-545.0	174.0	552.0
63	0.0073	0.0	106013	146837.0	0.0	-273139.0	63.0	-504.0	-552.0
64	0.0074	272795.0	106700	146774.0	0.0	272795.0	687.0	-63.0	0.0
65	0.0075	271118.0	106788	146419.0	0.0	-1677.0	88.0	-355.0	0.0
