	time	ins	cycle	memory	branchm	ins_d	cycle_d	memory_d	branchm_d
0	0.001	138391.0	85856	8048.0	2520.0	0.0	0.0	0.0	0.0
1	0.0011	143701.0	113481	19673.0	0.0	5310.0	27625.0	11625.0	-2520.0
2	0.0012	180101.0	63798	22837.0	1312.0	36400.0	-49683.0	3164.0	1312.0
3	0.0013	106651.0	67773	17412.0	2555.0	-73450.0	3975.0	-5425.0	1243.0
4	0.0014	116495.0	145970	8867.0	1357.0	9844.0	78197.0	-8545.0	-1198.0
5	0.0015	118346.0	79043	26808.0	0.0	1851.0	-66927.0	17941.0	-1357.0
6	0.0016	244185.0	81732	26764.0	1409.0	125839.0	2689.0	-44.0	1409.0
7	0.0017	134365.0	170652	10401.0	1337.0	-109820.0	88920.0	-16363.0	-72.0
8	0.0018	137529.0	89866	38387.0	0.0	3164.0	-80786.0	27986.0	-1337.0
9	0.0019	287316.0	91499	20275.0	1322.0	149787.0	1633.0	-18112.0	1322.0
10	0.002	153780.0	92730	20710.0	0.0	-133536.0	1231.0	435.0	-1322.0
11	0.0021	155457.0	93774	20890.0	1244.0	1677.0	1044.0	180.0	1244.0
12	0.0022	159597.0	95294	21498.0	0.0	4140.0	1520.0	608.0	-1244.0
13	0.0023	164102.0	95574	22055.0	1177.0	4505.0	280.0	557.0	1177.0
14	0.0024	342043.0	96866	22082.0	0.0	177941.0	1292.0	27.0	-1177.0
15	0.0025	176694.0	96965	22616.0	1103.0	-165349.0	99.0	534.0	1103.0
16	0.0026	178664.0	98101	36237.0	0.0	1970.0	1136.0	13621.0	-1103.0
17	0.0027	179909.0	98629	19780.0	963.0	1245.0	528.0	-16457.0	963.0
18	0.0028	170793.0	99623	12736.0	0.0	-9116.0	994.0	-7044.0	-963.0
19	0.0029	166429.0	94395	34432.0	892.0	-4364.0	-5228.0	21696.0	892.0
20	0.003	169489.0	92234	22270.0	0.0	3060.0	-2161.0	-12162.0	-892.0
21	0.0031	172870.0	93558	31947.0	845.0	3381.0	1324.0	9677.0	845.0
22	0.0032	174669.0	94550	22624.0	0.0	1799.0	992.0	-9323.0	-845.0
23	0.0033	173587.0	95375	13190.0	813.0	-1082.0	825.0	-9434.0	813.0
24	0.0034	175131.0	94832	22506.0	764.0	1544.0	-543.0	9316.0	-49.0
25	0.0035	174296.0	94534	32107.0	0.0	-835.0	-298.0	9601.0	-764.0
26	0.0036	174413.0	94841	22877.0	727.0	117.0	307.0	-9230.0	727.0
