            perf 84630 [002] 2604241.508806:          1 cpu/event=0xC0,umask=0x00/u:            469d19 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508814:          1 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508816:          3 cpu/event=0xC0,umask=0x00/u:            469cf5 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508818:         21 cpu/event=0xC0,umask=0x00/u:            469d10 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508823:          1 cpu/event=0x3C,umask=0x00/u:      7f98189e4007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84630 [002] 2604241.508825:          1 cpu/event=0x3C,umask=0x00/u:      7f98189e4007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84630 [002] 2604241.508827:          7 cpu/event=0x3C,umask=0x00/u:      7f98189e4007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84630 [002] 2604241.508829:         50 cpu/event=0x3C,umask=0x00/u:      7f98189e4007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84630 [002] 2604241.508831:        360 cpu/event=0x3C,umask=0x00/u:      7f98189e4007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84630 [002] 2604241.508833:       2595 cpu/event=0x3C,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508834:        149 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508839:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508841:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508843:          8 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508845:         57 cpu/event=0xD0,umask=0x81/u:            469d10 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508849:      18048 cpu/event=0x3C,umask=0x00/u:            469d10 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508854:          1 cpu/event=0xC5,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508856:          1 cpu/event=0xD0,umask=0x82/u:      7f98189e4000 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84630 [002] 2604241.508856:        253 cpu/event=0xC0,umask=0x00/u:      7f98189e4000 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84630 [002] 2604241.508904:          1 cpu/event=0xC5,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508906:        402 cpu/event=0xD0,umask=0x81/u:            469d10 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84630 [002] 2604241.508908:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84630 [002] 2604241.508929:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84630 [002] 2604241.508940:          2 cpu/event=0xC5,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84630 [002] 2604241.508999:          2 cpu/event=0xD0,umask=0x82/u:      7f98189e4000 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
