            perf 84774 [028] 2604253.169719:          1 cpu/event=0xC0,umask=0x00/u:            469d19 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169726:          1 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169728:          3 cpu/event=0xC0,umask=0x00/u:            469cf5 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169730:         21 cpu/event=0xC0,umask=0x00/u:      7fb821e45005 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84774 [028] 2604253.169734:          1 cpu/event=0x3C,umask=0x00/u:      7fb821e45007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84774 [028] 2604253.169736:          1 cpu/event=0x3C,umask=0x00/u:      7fb821e45007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84774 [028] 2604253.169739:          7 cpu/event=0x3C,umask=0x00/u:      7fb821e45007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84774 [028] 2604253.169741:         49 cpu/event=0x3C,umask=0x00/u:      7fb821e45007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84774 [028] 2604253.169743:        352 cpu/event=0x3C,umask=0x00/u:      7fb821e45007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84774 [028] 2604253.169745:       2527 cpu/event=0x3C,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169745:        148 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169750:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169752:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169754:          8 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169756:         58 cpu/event=0xD0,umask=0x81/u:            469d10 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169760:      17643 cpu/event=0x3C,umask=0x00/u:      7fb821e45007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84774 [028] 2604253.169764:          1 cpu/event=0xC5,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169767:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84774 [028] 2604253.169767:        256 cpu/event=0xC0,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84774 [028] 2604253.169813:          1 cpu/event=0xC5,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84774 [028] 2604253.169827:        407 cpu/event=0xD0,umask=0x81/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84774 [028] 2604253.169828:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84774 [028] 2604253.169852:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84774 [028] 2604253.169864:          2 cpu/event=0xC5,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169923:          2 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84774 [028] 2604253.169923:          3 cpu/event=0xC5,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84774 [028] 2604253.169937:        369 cpu/event=0xC0,umask=0x00/u:            469d02 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84774 [028] 2604253.169949:          2 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84774 [028] 2604253.169972:          3 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
