            perf 85483 [002] 2604311.165822:          1 cpu/event=0xC0,umask=0x00/u:            469d19 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85483 [002] 2604311.165830:          1 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85483 [002] 2604311.165833:          3 cpu/event=0xC0,umask=0x00/u:            469cf5 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85483 [002] 2604311.165835:         21 cpu/event=0xC0,umask=0x00/u:      7fb8021c0005 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85483 [002] 2604311.165839:          1 cpu/event=0x3C,umask=0x00/u:      7fb8021c0007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85483 [002] 2604311.165841:          1 cpu/event=0x3C,umask=0x00/u:      7fb8021c0007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85483 [002] 2604311.165843:          7 cpu/event=0x3C,umask=0x00/u:      7fb8021c0007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85483 [002] 2604311.165845:         50 cpu/event=0x3C,umask=0x00/u:      7fb8021c0007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85483 [002] 2604311.165847:        363 cpu/event=0x3C,umask=0x00/u:      7fb8021c0007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85483 [002] 2604311.165849:       2645 cpu/event=0x3C,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85483 [002] 2604311.165850:        149 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85483 [002] 2604311.165855:          1 cpu/event=0xD0,umask=0x81/u:            469cb4 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85483 [002] 2604311.165857:          1 cpu/event=0xD0,umask=0x81/u:            469cb4 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
