            perf 85375 [020] 2604302.524263:          1 cpu/event=0xC0,umask=0x00/u:            469d19 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85375 [020] 2604302.524272:          1 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85375 [020] 2604302.524275:          3 cpu/event=0xC0,umask=0x00/u:            469cf5 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85375 [020] 2604302.524277:         16 cpu/event=0xC0,umask=0x00/u:      7f977bd22005 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85375 [020] 2604302.524283:          1 cpu/event=0x3C,umask=0x00/u:      7f977bd22007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85375 [020] 2604302.524286:          1 cpu/event=0x3C,umask=0x00/u:      7f977bd22007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85375 [020] 2604302.524289:          6 cpu/event=0x3C,umask=0x00/u:      7f977bd22007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85375 [020] 2604302.524292:         32 cpu/event=0x3C,umask=0x00/u:      7f977bd22007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85375 [020] 2604302.524294:        170 cpu/event=0x3C,umask=0x00/u:      7f977bd22007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85375 [020] 2604302.524297:        897 cpu/event=0x3C,umask=0x00/u:      7f977bd2200f __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85375 [020] 2604302.524298:         83 cpu/event=0xC0,umask=0x00/u:      7f977bd2200f __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85375 [020] 2604302.524304:          1 cpu/event=0xD0,umask=0x81/u:            469cb4 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85375 [020] 2604302.524305:       4684 cpu/event=0x3C,umask=0x00/u:            469cb4 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85375 [020] 2604302.524308:          1 cpu/event=0xD0,umask=0x81/u:            469cb4 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85375 [020] 2604302.524311:          5 cpu/event=0xD0,umask=0x81/u:            469cb4 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85375 [020] 2604302.524314:         27 cpu/event=0xD0,umask=0x81/u:      7f977bd22000 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85375 [020] 2604302.524320:        124 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85375 [020] 2604302.524326:          1 cpu/event=0xC5,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85375 [020] 2604302.524329:        143 cpu/event=0xD0,umask=0x81/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85375 [020] 2604302.524332:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85375 [020] 2604302.524373:          1 cpu/event=0xC5,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85375 [020] 2604302.524385:        180 cpu/event=0xC0,umask=0x00/u:            469cb4 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85375 [020] 2604302.524388:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
