            perf 85123 [002] 2604281.541682:          1 cpu/event=0xC0,umask=0x00/u:            469d19 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541690:          1 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541692:          3 cpu/event=0xC0,umask=0x00/u:            469cf5 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541694:         21 cpu/event=0xC0,umask=0x00/u:            469d10 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541699:          1 cpu/event=0x3C,umask=0x00/u:      7fec670ad007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85123 [002] 2604281.541701:          1 cpu/event=0x3C,umask=0x00/u:      7fec670ad007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85123 [002] 2604281.541703:          7 cpu/event=0x3C,umask=0x00/u:      7fec670ad007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85123 [002] 2604281.541705:         50 cpu/event=0x3C,umask=0x00/u:      7fec670ad007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85123 [002] 2604281.541707:        362 cpu/event=0x3C,umask=0x00/u:      7fec670ad007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 85123 [002] 2604281.541709:       2631 cpu/event=0x3C,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541710:        140 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541715:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541717:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541719:          7 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541721:         51 cpu/event=0xD0,umask=0x81/u:            469d10 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541726:      18229 cpu/event=0x3C,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85123 [002] 2604281.541731:          1 cpu/event=0xC5,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541733:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85123 [002] 2604281.541733:        239 cpu/event=0xC0,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85123 [002] 2604281.541775:          1 cpu/event=0xC5,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85123 [002] 2604281.541788:        360 cpu/event=0xD0,umask=0x81/u:            469d02 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541790:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85123 [002] 2604281.541811:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85123 [002] 2604281.541822:          2 cpu/event=0xC5,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85123 [002] 2604281.541880:          2 cpu/event=0xD0,umask=0x82/u:            406d10 ioctl@plt (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541881:        335 cpu/event=0xC0,umask=0x00/u:            406d10 ioctl@plt (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541895:          3 cpu/event=0xC5,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541908:          2 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85123 [002] 2604281.541932:          4 cpu/event=0xC5,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 85123 [002] 2604281.541934:          3 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85123 [002] 2604281.541993:          4 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 85123 [002] 2604281.542029:          5 cpu/event=0xC5,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
