sprk01_lite	85376	[007]	2604302.526836	1	cpu/event=0xD0,umask=0x82/u	ffffffff8186d5d0	page_fault	([kernel.kallsyms])
sprk01_lite	85376	[007]	2604302.526845	1	cpu/event=0xD0,umask=0x82/u	7fdbe2869a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.526865	3	cpu/event=0xD0,umask=0x82/u	7fdbe2869a53	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.526869	5	cpu/event=0xD0,umask=0x82/u	7fdbe2869a75	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.526880	19	cpu/event=0xD0,umask=0x82/u	7fdbe2869aa2	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.526910	40	cpu/event=0xD0,umask=0x82/u	7fdbe2869da7	_dl_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.526923	52	cpu/event=0xD0,umask=0x82/u	7fdbe28816c6	_dl_sysdep_start	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.526944	97	cpu/event=0xD0,umask=0x82/u	7fdbe28824bd	sbrk	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.526973	142	cpu/event=0xD0,umask=0x82/u	7fdbe286b03d	dl_main	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.526998	186	cpu/event=0xD0,umask=0x82/u	7fdbe2873b6b	_dl_add_to_namespace_list	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527023	253	cpu/event=0xD0,umask=0x82/u	7fdbe2875fc0	_dl_map_object_deps	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527093	350	cpu/event=0xD0,umask=0x82/u	7fdbe2881db3	__libc_memalign	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527177	369	cpu/event=0xD0,umask=0x82/u	7fdbe2879114	_dl_debug_initialize	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527239	379	cpu/event=0xD0,umask=0x82/u	7fdbe2876169	_dl_map_object_deps	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527266	408	cpu/event=0xD0,umask=0x82/u	7fdbe287a13f	_dl_check_map_versions	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527311	544	cpu/event=0xD0,umask=0x82/u	7fdbe287b5fa	_dl_allocate_tls_storage	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527351	627	cpu/event=0xD0,umask=0x82/u	7fdbe287465a	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527380	746	cpu/event=0xD0,umask=0x82/u	7fdbe2874630	_dl_relocate_object	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527399	976	cpu/event=0xD0,umask=0x82/u	7fdbe2871ff8	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527420	1485	cpu/event=0xD0,umask=0x82/u	7fdbe2872a20	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527446	2190	cpu/event=0xD0,umask=0x82/u	7fdbe2872a61	_dl_lookup_symbol_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527470	2973	cpu/event=0xD0,umask=0x82/u	7fdbe2871f9c	do_lookup_x	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527628	4135	cpu/event=0xD0,umask=0x82/u	7fdbe2883b1a	strcmp	(/lib/x86_64-linux-gnu/ld-2.23.so)
sprk01_lite	85376	[007]	2604302.527797	3946	cpu/event=0xD0,umask=0x82/u	400c80	ZTableLookup	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.527851	3747	cpu/event=0xD0,umask=0x82/u	400c80	ZTableLookup	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.527926	4142	cpu/event=0xD0,umask=0x82/u	400c80	ZTableLookup	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.527968	4321	cpu/event=0xD0,umask=0x82/u	401564	t_run_test	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528029	5059	cpu/event=0xD0,umask=0x82/u	400ef2	YTableLookup	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528090	5466	cpu/event=0xD0,umask=0x82/u	401580	t_run_test	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528160	5892	cpu/event=0xD0,umask=0x82/u	400efc	YTableLookup	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528222	6216	cpu/event=0xD0,umask=0x82/u	401f14	t_run_test	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528304	6683	cpu/event=0xD0,umask=0x82/u	400ef2	YTableLookup	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528373	6876	cpu/event=0xD0,umask=0x82/u	401c4f	t_run_test	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528456	7248	cpu/event=0xD0,umask=0x82/u	40170b	t_run_test	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528543	7444	cpu/event=0xD0,umask=0x82/u	400efc	YTableLookup	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528616	7579	cpu/event=0xD0,umask=0x82/u	400c97	ZTableLookup	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528702	7920	cpu/event=0xD0,umask=0x82/u	401f14	t_run_test	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528811	8086	cpu/event=0xD0,umask=0x82/u	400ef2	YTableLookup	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528912	7324	cpu/event=0xD0,umask=0x82/u	400efc	YTableLookup	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.528989	7320	cpu/event=0xD0,umask=0x82/u	40154e	t_run_test	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.529074	7589	cpu/event=0xD0,umask=0x82/u	40197a	t_run_test	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
sprk01_lite	85376	[007]	2604302.529192	7755	cpu/event=0xD0,umask=0x82/u	400ef2	YTableLookup	(/home/koga/autobench_perf/src/autobench/ttsprk01_lite)
