            perf 84786 [002] 2604254.109000:          1 cpu/event=0xC0,umask=0x00/u:            469d19 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109009:          1 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109012:          3 cpu/event=0xC0,umask=0x00/u:            469cf5 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109015:         15 cpu/event=0xC0,umask=0x00/u:      7f66cc113005 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84786 [002] 2604254.109021:          1 cpu/event=0x3C,umask=0x00/u:      7f66cc113007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84786 [002] 2604254.109024:          1 cpu/event=0x3C,umask=0x00/u:      7f66cc113007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84786 [002] 2604254.109027:          5 cpu/event=0x3C,umask=0x00/u:      7f66cc113007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84786 [002] 2604254.109030:         26 cpu/event=0x3C,umask=0x00/u:      7f66cc113007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84786 [002] 2604254.109033:        134 cpu/event=0x3C,umask=0x00/u:      7f66cc113007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84786 [002] 2604254.109034:         76 cpu/event=0xC0,umask=0x00/u:      7f66cc113007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84786 [002] 2604254.109037:        690 cpu/event=0x3C,umask=0x00/u:      7f66cc113007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 84786 [002] 2604254.109043:          1 cpu/event=0xD0,umask=0x81/u:            469d21 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109044:       2931 cpu/event=0x3C,umask=0x00/u:            469d21 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109047:          1 cpu/event=0xD0,umask=0x81/u:            469d21 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109050:          5 cpu/event=0xD0,umask=0x81/u:            469d21 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109053:         26 cpu/event=0xD0,umask=0x81/u:            469cfd perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109057:        118 cpu/event=0xC0,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84786 [002] 2604254.109067:          1 cpu/event=0xC5,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109070:        132 cpu/event=0xD0,umask=0x81/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109070:       7384 cpu/event=0x3C,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109074:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84786 [002] 2604254.109118:          1 cpu/event=0xC5,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 84786 [002] 2604254.109122:        148 cpu/event=0xC0,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84786 [002] 2604254.109133:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 84786 [002] 2604254.109157:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
