	time	ins	cycle	memory	branchm	ins_d	cycle_d	memory_d	branchm_d
0	0.001	54905.0	82218	11571.0	0.0	0.0	0.0	0.0	0.0
1	0.0011	30138.0	38303	14506.0	0.0	-24767.0	-43915.0	2935.0	0.0
2	0.0012	107179.0	38540	25315.0	0.0	77041.0	237.0	10809.0	0.0
3	0.0013	127718.0	39480	107292.0	0.0	20539.0	940.0	81977.0	0.0
4	0.0014	157708.0	83695	74377.0	0.0	29990.0	44215.0	-32915.0	0.0
5	0.0015	208930.0	47085	125254.0	0.0	51222.0	-36610.0	50877.0	0.0
6	0.0016	256450.0	103868	109527.0	0.0	47520.0	56783.0	-15727.0	0.0
7	0.0017	144317.0	121449	126254.0	1244.0	-112133.0	17581.0	16727.0	1244.0
8	0.0018	320699.0	65823	89225.0	0.0	176382.0	-55626.0	-37029.0	-1244.0
9	0.0019	170120.0	69167	140575.0	0.0	-150579.0	3344.0	51350.0	0.0
10	0.002	160459.0	65942	90744.0	0.0	-9661.0	-3225.0	-49831.0	0.0
11	0.0021	160858.0	134843	138103.0	0.0	399.0	68901.0	47359.0	0.0
12	0.0022	342194.0	71910	96814.0	0.0	181336.0	-62933.0	-41289.0	0.0
13	0.0023	183098.0	74669	100128.0	0.0	-159096.0	2759.0	3314.0	0.0
14	0.0024	188990.0	77154	211176.0	0.0	5892.0	2485.0	111048.0	0.0
15	0.0025	195237.0	160788	110481.0	0.0	6247.0	83634.0	-100695.0	0.0
16	0.0026	199600.0	83127	112893.0	0.0	4363.0	-77661.0	2412.0	0.0
17	0.0027	412501.0	84715	115557.0	0.0	212901.0	1588.0	2664.0	0.0
18	0.0028	211338.0	86079	117076.0	0.0	-201163.0	1364.0	1519.0	0.0
19	0.0029	215033.0	87329	119456.0	0.0	3695.0	1250.0	2380.0	0.0
20	0.003	217728.0	88449	180501.0	0.0	2695.0	1120.0	61045.0	0.0
21	0.0031	220054.0	89422	123137.0	987.0	2326.0	973.0	-57364.0	987.0
22	0.0032	223105.0	90288	124944.0	0.0	3051.0	866.0	1807.0	-987.0
23	0.0033	223174.0	90495	124843.0	0.0	69.0	207.0	-101.0	0.0
24	0.0034	224561.0	91203	189727.0	0.0	1387.0	708.0	64884.0	0.0
25	0.0035	226238.0	91845	127946.0	0.0	1677.0	642.0	-61781.0	0.0
26	0.0036	228458.0	92410	128619.0	0.0	2220.0	565.0	673.0	0.0
27	0.0037	229890.0	92958	129009.0	0.0	1432.0	548.0	390.0	0.0
